Audio path,Prompt path
dataset\audio\F03Session1wav_headMic0172.wav,dataset\prompts\F03Session1prompts0172.txt
dataset\audio\F03Session1wav_headMic0173.wav,dataset\prompts\F03Session1prompts0173.txt
dataset\audio\F03Session1wav_headMic0174.wav,dataset\prompts\F03Session1prompts0174.txt
dataset\audio\F03Session1wav_headMic0175.wav,dataset\prompts\F03Session1prompts0175.txt
dataset\audio\F03Session1wav_headMic0176.wav,dataset\prompts\F03Session1prompts0176.txt
dataset\audio\F03Session1wav_headMic0177.wav,dataset\prompts\F03Session1prompts0177.txt
dataset\audio\F03Session1wav_headMic0178.wav,dataset\prompts\F03Session1prompts0178.txt
dataset\audio\F03Session1wav_headMic0179.wav,dataset\prompts\F03Session1prompts0179.txt
dataset\audio\F03Session1wav_headMic0180.wav,dataset\prompts\F03Session1prompts0180.txt
dataset\audio\F03Session1wav_headMic0181.wav,dataset\prompts\F03Session1prompts0181.txt
dataset\audio\F03Session1wav_headMic0182.wav,dataset\prompts\F03Session1prompts0182.txt
dataset\audio\F03Session1wav_headMic0183.wav,dataset\prompts\F03Session1prompts0183.txt
dataset\audio\F03Session1wav_headMic0184.wav,dataset\prompts\F03Session1prompts0184.txt
dataset\audio\F03Session1wav_headMic0185.wav,dataset\prompts\F03Session1prompts0185.txt
dataset\audio\F03Session1wav_headMic0186.wav,dataset\prompts\F03Session1prompts0186.txt
dataset\audio\F03Session1wav_headMic0187.wav,dataset\prompts\F03Session1prompts0187.txt
dataset\audio\F03Session1wav_headMic0188.wav,dataset\prompts\F03Session1prompts0188.txt
dataset\audio\F03Session1wav_headMic0189.wav,dataset\prompts\F03Session1prompts0189.txt
dataset\audio\F03Session1wav_headMic0190.wav,dataset\prompts\F03Session1prompts0190.txt
dataset\audio\F03Session1wav_headMic0191.wav,dataset\prompts\F03Session1prompts0191.txt
dataset\audio\F03Session1wav_headMic0192.wav,dataset\prompts\F03Session1prompts0192.txt
dataset\audio\F03Session1wav_headMic0193.wav,dataset\prompts\F03Session1prompts0193.txt
dataset\audio\F03Session1wav_headMic0194.wav,dataset\prompts\F03Session1prompts0194.txt
dataset\audio\F03Session1wav_headMic0195.wav,dataset\prompts\F03Session1prompts0195.txt
dataset\audio\F03Session1wav_headMic0196.wav,dataset\prompts\F03Session1prompts0196.txt
dataset\audio\F03Session1wav_headMic0197.wav,dataset\prompts\F03Session1prompts0197.txt
dataset\audio\F03Session1wav_headMic0198.wav,dataset\prompts\F03Session1prompts0198.txt
dataset\audio\F03Session1wav_headMic0199.wav,dataset\prompts\F03Session1prompts0199.txt
dataset\audio\F03Session1wav_headMic0200.wav,dataset\prompts\F03Session1prompts0200.txt
dataset\audio\F03Session1wav_headMic0201.wav,dataset\prompts\F03Session1prompts0201.txt
dataset\audio\F03Session1wav_headMic0202.wav,dataset\prompts\F03Session1prompts0202.txt
dataset\audio\F03Session1wav_headMic0203.wav,dataset\prompts\F03Session1prompts0203.txt
dataset\audio\F03Session1wav_headMic0204.wav,dataset\prompts\F03Session1prompts0204.txt
dataset\audio\F03Session2wav_headMic0001.wav,dataset\prompts\F03Session2prompts0001.txt
dataset\audio\F03Session2wav_headMic0002.wav,dataset\prompts\F03Session2prompts0002.txt
dataset\audio\F03Session2wav_headMic0003.wav,dataset\prompts\F03Session2prompts0003.txt
dataset\audio\F03Session2wav_headMic0004.wav,dataset\prompts\F03Session2prompts0004.txt
dataset\audio\F03Session2wav_headMic0005.wav,dataset\prompts\F03Session2prompts0005.txt
dataset\audio\F03Session2wav_headMic0006.wav,dataset\prompts\F03Session2prompts0006.txt
dataset\audio\F03Session2wav_headMic0007.wav,dataset\prompts\F03Session2prompts0007.txt
dataset\audio\F03Session2wav_headMic0008.wav,dataset\prompts\F03Session2prompts0008.txt
dataset\audio\F03Session2wav_headMic0009.wav,dataset\prompts\F03Session2prompts0009.txt
dataset\audio\F03Session2wav_headMic0010.wav,dataset\prompts\F03Session2prompts0010.txt
dataset\audio\F03Session2wav_headMic0011.wav,dataset\prompts\F03Session2prompts0011.txt
dataset\audio\F03Session2wav_headMic0012.wav,dataset\prompts\F03Session2prompts0012.txt
dataset\audio\F03Session2wav_headMic0013.wav,dataset\prompts\F03Session2prompts0013.txt
dataset\audio\F03Session2wav_headMic0014.wav,dataset\prompts\F03Session2prompts0014.txt
dataset\audio\F03Session2wav_headMic0015.wav,dataset\prompts\F03Session2prompts0015.txt
dataset\audio\F03Session2wav_headMic0016.wav,dataset\prompts\F03Session2prompts0016.txt
dataset\audio\F03Session2wav_headMic0017.wav,dataset\prompts\F03Session2prompts0017.txt
dataset\audio\F03Session2wav_headMic0018.wav,dataset\prompts\F03Session2prompts0018.txt
dataset\audio\F03Session2wav_headMic0019.wav,dataset\prompts\F03Session2prompts0019.txt
dataset\audio\F03Session2wav_headMic0020.wav,dataset\prompts\F03Session2prompts0020.txt
dataset\audio\F03Session2wav_headMic0021.wav,dataset\prompts\F03Session2prompts0021.txt
dataset\audio\F03Session2wav_headMic0022.wav,dataset\prompts\F03Session2prompts0022.txt
dataset\audio\F03Session2wav_headMic0023.wav,dataset\prompts\F03Session2prompts0023.txt
dataset\audio\F03Session2wav_headMic0024.wav,dataset\prompts\F03Session2prompts0024.txt
dataset\audio\F03Session2wav_headMic0025.wav,dataset\prompts\F03Session2prompts0025.txt
dataset\audio\F03Session2wav_headMic0026.wav,dataset\prompts\F03Session2prompts0026.txt
dataset\audio\F03Session2wav_headMic0027.wav,dataset\prompts\F03Session2prompts0027.txt
dataset\audio\F03Session2wav_headMic0028.wav,dataset\prompts\F03Session2prompts0028.txt
dataset\audio\F03Session2wav_headMic0029.wav,dataset\prompts\F03Session2prompts0029.txt
dataset\audio\F03Session2wav_headMic0030.wav,dataset\prompts\F03Session2prompts0030.txt
dataset\audio\F03Session2wav_headMic0031.wav,dataset\prompts\F03Session2prompts0031.txt
dataset\audio\F03Session2wav_headMic0032.wav,dataset\prompts\F03Session2prompts0032.txt
dataset\audio\F03Session2wav_headMic0033.wav,dataset\prompts\F03Session2prompts0033.txt
dataset\audio\F03Session2wav_headMic0034.wav,dataset\prompts\F03Session2prompts0034.txt
dataset\audio\F03Session2wav_headMic0035.wav,dataset\prompts\F03Session2prompts0035.txt
dataset\audio\F03Session2wav_headMic0036.wav,dataset\prompts\F03Session2prompts0036.txt
dataset\audio\F03Session2wav_headMic0037.wav,dataset\prompts\F03Session2prompts0037.txt
dataset\audio\F03Session2wav_headMic0038.wav,dataset\prompts\F03Session2prompts0038.txt
dataset\audio\F03Session2wav_headMic0039.wav,dataset\prompts\F03Session2prompts0039.txt
dataset\audio\F03Session2wav_headMic0040.wav,dataset\prompts\F03Session2prompts0040.txt
dataset\audio\F03Session2wav_headMic0041.wav,dataset\prompts\F03Session2prompts0041.txt
dataset\audio\F03Session2wav_headMic0042.wav,dataset\prompts\F03Session2prompts0042.txt
dataset\audio\F03Session2wav_headMic0043.wav,dataset\prompts\F03Session2prompts0043.txt
dataset\audio\F03Session2wav_headMic0044.wav,dataset\prompts\F03Session2prompts0044.txt
dataset\audio\F03Session2wav_headMic0045.wav,dataset\prompts\F03Session2prompts0045.txt
dataset\audio\F03Session2wav_headMic0046.wav,dataset\prompts\F03Session2prompts0046.txt
dataset\audio\F03Session2wav_headMic0047.wav,dataset\prompts\F03Session2prompts0047.txt
dataset\audio\F03Session2wav_headMic0048.wav,dataset\prompts\F03Session2prompts0048.txt
dataset\audio\F03Session2wav_headMic0049.wav,dataset\prompts\F03Session2prompts0049.txt
dataset\audio\F03Session2wav_headMic0050.wav,dataset\prompts\F03Session2prompts0050.txt
dataset\audio\F03Session2wav_headMic0051.wav,dataset\prompts\F03Session2prompts0051.txt
dataset\audio\F03Session2wav_headMic0052.wav,dataset\prompts\F03Session2prompts0052.txt
dataset\audio\F03Session2wav_headMic0053.wav,dataset\prompts\F03Session2prompts0053.txt
dataset\audio\F03Session2wav_headMic0054.wav,dataset\prompts\F03Session2prompts0054.txt
dataset\audio\F03Session2wav_headMic0055.wav,dataset\prompts\F03Session2prompts0055.txt
dataset\audio\F03Session2wav_headMic0056.wav,dataset\prompts\F03Session2prompts0056.txt
dataset\audio\F03Session2wav_headMic0057.wav,dataset\prompts\F03Session2prompts0057.txt
dataset\audio\F03Session2wav_headMic0058.wav,dataset\prompts\F03Session2prompts0058.txt
dataset\audio\F03Session2wav_headMic0059.wav,dataset\prompts\F03Session2prompts0059.txt
dataset\audio\F03Session2wav_headMic0060.wav,dataset\prompts\F03Session2prompts0060.txt
dataset\audio\F03Session2wav_headMic0061.wav,dataset\prompts\F03Session2prompts0061.txt
dataset\audio\F03Session2wav_headMic0062.wav,dataset\prompts\F03Session2prompts0062.txt
dataset\audio\F03Session2wav_headMic0063.wav,dataset\prompts\F03Session2prompts0063.txt
dataset\audio\F03Session2wav_headMic0064.wav,dataset\prompts\F03Session2prompts0064.txt
dataset\audio\F03Session2wav_headMic0065.wav,dataset\prompts\F03Session2prompts0065.txt
dataset\audio\F03Session2wav_headMic0066.wav,dataset\prompts\F03Session2prompts0066.txt
dataset\audio\F03Session2wav_headMic0067.wav,dataset\prompts\F03Session2prompts0067.txt
dataset\audio\F03Session2wav_headMic0068.wav,dataset\prompts\F03Session2prompts0068.txt
dataset\audio\F03Session2wav_headMic0069.wav,dataset\prompts\F03Session2prompts0069.txt
dataset\audio\F03Session2wav_headMic0070.wav,dataset\prompts\F03Session2prompts0070.txt
dataset\audio\F03Session2wav_headMic0071.wav,dataset\prompts\F03Session2prompts0071.txt
dataset\audio\F03Session2wav_headMic0072.wav,dataset\prompts\F03Session2prompts0072.txt
dataset\audio\F03Session2wav_headMic0073.wav,dataset\prompts\F03Session2prompts0073.txt
dataset\audio\F03Session2wav_headMic0074.wav,dataset\prompts\F03Session2prompts0074.txt
dataset\audio\F03Session2wav_headMic0075.wav,dataset\prompts\F03Session2prompts0075.txt
dataset\audio\F03Session2wav_headMic0076.wav,dataset\prompts\F03Session2prompts0076.txt
dataset\audio\F03Session2wav_headMic0077.wav,dataset\prompts\F03Session2prompts0077.txt
dataset\audio\F03Session2wav_headMic0078.wav,dataset\prompts\F03Session2prompts0078.txt
dataset\audio\F03Session2wav_headMic0079.wav,dataset\prompts\F03Session2prompts0079.txt
dataset\audio\F03Session2wav_headMic0080.wav,dataset\prompts\F03Session2prompts0080.txt
dataset\audio\F03Session2wav_headMic0081.wav,dataset\prompts\F03Session2prompts0081.txt
dataset\audio\F03Session2wav_headMic0082.wav,dataset\prompts\F03Session2prompts0082.txt
dataset\audio\F03Session2wav_headMic0083.wav,dataset\prompts\F03Session2prompts0083.txt
dataset\audio\F03Session2wav_headMic0084.wav,dataset\prompts\F03Session2prompts0084.txt
dataset\audio\F03Session2wav_headMic0085.wav,dataset\prompts\F03Session2prompts0085.txt
dataset\audio\F03Session2wav_headMic0086.wav,dataset\prompts\F03Session2prompts0086.txt
dataset\audio\F03Session2wav_headMic0087.wav,dataset\prompts\F03Session2prompts0087.txt
dataset\audio\F03Session2wav_headMic0088.wav,dataset\prompts\F03Session2prompts0088.txt
dataset\audio\F03Session2wav_headMic0089.wav,dataset\prompts\F03Session2prompts0089.txt
dataset\audio\F03Session2wav_headMic0090.wav,dataset\prompts\F03Session2prompts0090.txt
dataset\audio\F03Session2wav_headMic0091.wav,dataset\prompts\F03Session2prompts0091.txt
dataset\audio\F03Session2wav_headMic0092.wav,dataset\prompts\F03Session2prompts0092.txt
dataset\audio\F03Session2wav_headMic0093.wav,dataset\prompts\F03Session2prompts0093.txt
dataset\audio\F03Session2wav_headMic0094.wav,dataset\prompts\F03Session2prompts0094.txt
dataset\audio\F03Session2wav_headMic0095.wav,dataset\prompts\F03Session2prompts0095.txt
dataset\audio\F03Session2wav_headMic0096.wav,dataset\prompts\F03Session2prompts0096.txt
dataset\audio\F03Session2wav_headMic0097.wav,dataset\prompts\F03Session2prompts0097.txt
dataset\audio\F03Session2wav_headMic0098.wav,dataset\prompts\F03Session2prompts0098.txt
dataset\audio\F03Session2wav_headMic0099.wav,dataset\prompts\F03Session2prompts0099.txt
dataset\audio\F03Session2wav_headMic0100.wav,dataset\prompts\F03Session2prompts0100.txt
dataset\audio\F03Session2wav_headMic0101.wav,dataset\prompts\F03Session2prompts0101.txt
dataset\audio\F03Session2wav_headMic0102.wav,dataset\prompts\F03Session2prompts0102.txt
dataset\audio\F03Session2wav_headMic0103.wav,dataset\prompts\F03Session2prompts0103.txt
dataset\audio\F03Session2wav_headMic0104.wav,dataset\prompts\F03Session2prompts0104.txt
dataset\audio\F03Session2wav_headMic0105.wav,dataset\prompts\F03Session2prompts0105.txt
dataset\audio\F03Session2wav_headMic0106.wav,dataset\prompts\F03Session2prompts0106.txt
dataset\audio\F03Session2wav_headMic0107.wav,dataset\prompts\F03Session2prompts0107.txt
dataset\audio\F03Session2wav_headMic0108.wav,dataset\prompts\F03Session2prompts0108.txt
dataset\audio\F03Session2wav_headMic0109.wav,dataset\prompts\F03Session2prompts0109.txt
dataset\audio\F03Session2wav_headMic0110.wav,dataset\prompts\F03Session2prompts0110.txt
dataset\audio\F03Session2wav_headMic0111.wav,dataset\prompts\F03Session2prompts0111.txt
dataset\audio\F03Session2wav_headMic0112.wav,dataset\prompts\F03Session2prompts0112.txt
dataset\audio\F03Session2wav_headMic0113.wav,dataset\prompts\F03Session2prompts0113.txt
dataset\audio\F03Session2wav_headMic0114.wav,dataset\prompts\F03Session2prompts0114.txt
dataset\audio\F03Session2wav_headMic0115.wav,dataset\prompts\F03Session2prompts0115.txt
dataset\audio\F03Session2wav_headMic0116.wav,dataset\prompts\F03Session2prompts0116.txt
dataset\audio\F03Session2wav_headMic0118.wav,dataset\prompts\F03Session2prompts0118.txt
dataset\audio\F03Session2wav_headMic0119.wav,dataset\prompts\F03Session2prompts0119.txt
dataset\audio\F03Session2wav_headMic0120.wav,dataset\prompts\F03Session2prompts0120.txt
dataset\audio\F03Session2wav_headMic0121.wav,dataset\prompts\F03Session2prompts0121.txt
dataset\audio\F03Session2wav_headMic0122.wav,dataset\prompts\F03Session2prompts0122.txt
dataset\audio\F03Session2wav_headMic0123.wav,dataset\prompts\F03Session2prompts0123.txt
dataset\audio\F03Session2wav_headMic0124.wav,dataset\prompts\F03Session2prompts0124.txt
dataset\audio\F03Session2wav_headMic0125.wav,dataset\prompts\F03Session2prompts0125.txt
dataset\audio\F03Session2wav_headMic0126.wav,dataset\prompts\F03Session2prompts0126.txt
dataset\audio\F03Session2wav_headMic0127.wav,dataset\prompts\F03Session2prompts0127.txt
dataset\audio\F03Session2wav_headMic0128.wav,dataset\prompts\F03Session2prompts0128.txt
dataset\audio\F03Session2wav_headMic0129.wav,dataset\prompts\F03Session2prompts0129.txt
dataset\audio\F03Session2wav_headMic0130.wav,dataset\prompts\F03Session2prompts0130.txt
dataset\audio\F03Session2wav_headMic0131.wav,dataset\prompts\F03Session2prompts0131.txt
dataset\audio\F03Session2wav_headMic0132.wav,dataset\prompts\F03Session2prompts0132.txt
dataset\audio\F03Session2wav_headMic0133.wav,dataset\prompts\F03Session2prompts0133.txt
dataset\audio\F03Session2wav_headMic0134.wav,dataset\prompts\F03Session2prompts0134.txt
dataset\audio\F03Session2wav_headMic0135.wav,dataset\prompts\F03Session2prompts0135.txt
dataset\audio\F03Session2wav_headMic0136.wav,dataset\prompts\F03Session2prompts0136.txt
dataset\audio\F03Session2wav_headMic0137.wav,dataset\prompts\F03Session2prompts0137.txt
dataset\audio\F03Session2wav_headMic0138.wav,dataset\prompts\F03Session2prompts0138.txt
dataset\audio\F03Session2wav_headMic0139.wav,dataset\prompts\F03Session2prompts0139.txt
dataset\audio\F03Session2wav_headMic0140.wav,dataset\prompts\F03Session2prompts0140.txt
dataset\audio\F03Session2wav_headMic0141.wav,dataset\prompts\F03Session2prompts0141.txt
dataset\audio\F03Session2wav_headMic0142.wav,dataset\prompts\F03Session2prompts0142.txt
dataset\audio\F03Session2wav_headMic0143.wav,dataset\prompts\F03Session2prompts0143.txt
dataset\audio\F03Session2wav_headMic0144.wav,dataset\prompts\F03Session2prompts0144.txt
dataset\audio\F03Session2wav_headMic0145.wav,dataset\prompts\F03Session2prompts0145.txt
dataset\audio\F03Session2wav_headMic0146.wav,dataset\prompts\F03Session2prompts0146.txt
dataset\audio\F03Session2wav_headMic0147.wav,dataset\prompts\F03Session2prompts0147.txt
dataset\audio\F03Session2wav_headMic0148.wav,dataset\prompts\F03Session2prompts0148.txt
dataset\audio\F03Session2wav_headMic0149.wav,dataset\prompts\F03Session2prompts0149.txt
dataset\audio\F03Session2wav_headMic0150.wav,dataset\prompts\F03Session2prompts0150.txt
dataset\audio\F03Session2wav_headMic0151.wav,dataset\prompts\F03Session2prompts0151.txt
dataset\audio\F03Session2wav_headMic0152.wav,dataset\prompts\F03Session2prompts0152.txt
dataset\audio\F03Session2wav_headMic0153.wav,dataset\prompts\F03Session2prompts0153.txt
dataset\audio\F03Session2wav_headMic0154.wav,dataset\prompts\F03Session2prompts0154.txt
dataset\audio\F03Session2wav_headMic0155.wav,dataset\prompts\F03Session2prompts0155.txt
dataset\audio\F03Session2wav_headMic0156.wav,dataset\prompts\F03Session2prompts0156.txt
dataset\audio\F03Session2wav_headMic0157.wav,dataset\prompts\F03Session2prompts0157.txt
dataset\audio\F03Session2wav_headMic0158.wav,dataset\prompts\F03Session2prompts0158.txt
dataset\audio\F03Session2wav_headMic0159.wav,dataset\prompts\F03Session2prompts0159.txt
dataset\audio\F03Session2wav_headMic0160.wav,dataset\prompts\F03Session2prompts0160.txt
dataset\audio\F03Session3wav_headMic0001.wav,dataset\prompts\F03Session3prompts0001.txt
dataset\audio\F03Session3wav_headMic0002.wav,dataset\prompts\F03Session3prompts0002.txt
dataset\audio\F03Session3wav_headMic0003.wav,dataset\prompts\F03Session3prompts0003.txt
dataset\audio\F03Session3wav_headMic0004.wav,dataset\prompts\F03Session3prompts0004.txt
dataset\audio\F03Session3wav_headMic0005.wav,dataset\prompts\F03Session3prompts0005.txt
dataset\audio\F03Session3wav_headMic0006.wav,dataset\prompts\F03Session3prompts0006.txt
dataset\audio\F03Session3wav_headMic0007.wav,dataset\prompts\F03Session3prompts0007.txt
dataset\audio\F03Session3wav_headMic0008.wav,dataset\prompts\F03Session3prompts0008.txt
dataset\audio\F03Session3wav_headMic0009.wav,dataset\prompts\F03Session3prompts0009.txt
dataset\audio\F03Session3wav_headMic0010.wav,dataset\prompts\F03Session3prompts0010.txt
dataset\audio\F03Session3wav_headMic0011.wav,dataset\prompts\F03Session3prompts0011.txt
dataset\audio\F03Session3wav_headMic0012.wav,dataset\prompts\F03Session3prompts0012.txt
dataset\audio\F03Session3wav_headMic0013.wav,dataset\prompts\F03Session3prompts0013.txt
dataset\audio\F03Session3wav_headMic0014.wav,dataset\prompts\F03Session3prompts0014.txt
dataset\audio\F03Session3wav_headMic0015.wav,dataset\prompts\F03Session3prompts0015.txt
dataset\audio\F03Session3wav_headMic0016.wav,dataset\prompts\F03Session3prompts0016.txt
dataset\audio\F03Session3wav_headMic0017.wav,dataset\prompts\F03Session3prompts0017.txt
