audio path,prompt,length
dataset\audio\M02Session2wav_headMic0195.wav,Day after day some new episode is reported.,43
dataset\audio\FC03Session1wav_headMic0304.wav,Day after day some new episode is reported.,43
dataset\audio\M03Session2wav_headMic0250.wav,Two other cases also were under advisement.,43
dataset\audio\M05Session2wav_headMic0219.wav,Day after day some new episode is reported.,43
dataset\audio\MC01Session1wav_headMic0123.wav,Two other cases also were under advisement.,43
dataset\audio\FC02Session3wav_headMic0422.wav,Yet he remains the fiercest of competitors.,43
dataset\audio\FC01Session1wav_headMic0161.wav,Two other cases also were under advisement.,43
dataset\audio\M02Session2wav_headMic0088.wav,Two other cases also were under advisement.,43
dataset\audio\FC03Session3wav_headMic0178.wav,"When you are through, write a clean report.",43
dataset\audio\MC01Session3wav_headMic0006.wav,Yet he remains the fiercest of competitors.,43
dataset\audio\MC03Session1wav_headMic0139.wav,Two other cases also were under advisement.,43
dataset\audio\MC03Session1wav_headMic0535.wav,She doesn't like to have it hanging around.,43
dataset\audio\FC03Session2wav_headMic0303.wav,Yet he remains the fiercest of competitors.,43
dataset\audio\M03Session2wav_headMic0303.wav,Day after day some new episode is reported.,43
dataset\audio\FC03Session2wav_headMic0304.wav,Yet he remains the fiercest of competitors.,43
dataset\audio\FC02Session3wav_headMic0102.wav,Day after day some new episode is reported.,43
dataset\audio\FC03Session1wav_headMic0059.wav,You wished to know all about my grandfather.,44
dataset\audio\FC03Session3wav_headMic0103.wav,The job also covers a number of other items.,44
dataset\audio\MC01Session3wav_headMic0346.wav,Bagpipes and bongos are musical instruments.,44
dataset\audio\MC02Session1wav_headMic0030.wav,The quick brown fox jumps over the lazy dog.,44
dataset\audio\FC03Session1wav_headMic0162.wav,Both figures would go higher in later years.,44
dataset\audio\MC04Session1wav_headMic0216.wav,Both figures would go higher in later years.,44
dataset\audio\MC01Session3wav_headMic0338.wav,We got drenched from the uninterrupted rain.,44
dataset\audio\M01Session2wav_headMic0013.wav,The quick brown fox jumps over the lazy dog.,44
dataset\audio\FC03Session3wav_headMic0043.wav,The structures housing the apartments are of,44
dataset\audio\FC03Session3wav_headMic0056.wav,The plot is laced with mysterious incidents.,44
dataset\audio\M01Session2wav_headMic0043.wav,Both figures would go higher in later years.,44
dataset\audio\MC02Session1wav_headMic0161.wav,Both figures would go higher in later years.,44
dataset\audio\MC01Session3wav_headMic0081.wav,The job also covers a number of other items.,44
dataset\audio\MC01Session2wav_headMic0265.wav,Critical equipment needs proper maintenance.,44
dataset\audio\MC02Session1wav_headMic0082.wav,You wished to know all about my grandfather.,44
dataset\audio\MC01Session3wav_headMic0419.wav,Cliff's display was misplaced on the screen.,44
dataset\audio\MC02Session1wav_headMic0032.wav,Don't ask me to carry an oily rag like that.,44
dataset\audio\FC03Session3wav_headMic0186.wav,We got drenched from the uninterrupted rain.,44
dataset\audio\FC02Session3wav_headMic0999.wav,The strike spread through much of the state.,44
dataset\audio\F03Session3wav_headMic0137.wav,Critical equipment needs proper maintenance.,44
dataset\audio\FC03Session2wav_headMic0327.wav,Addition and subtraction are learned skills.,44
dataset\audio\M01Session1wav_headMic0044.wav,Don't ask me to carry an oily rag like that.,44
dataset\audio\FC02Session3wav_headMic0987.wav,"They could walk, ride on a bus or be driven.",44
dataset\audio\FC03Session1wav_headMic0063.wav,The quick brown fox jumps over the lazy dog.,44
dataset\audio\F03Session2wav_headMic0037.wav,Both figures would go higher in later years.,44
dataset\audio\MC01Session3wav_headMic0004.wav,Addition and subtraction are learned skills.,44
dataset\audio\MC01Session3wav_headMic0228.wav,The family requests that flowers be omitted.,44
dataset\audio\MC01Session3wav_headMic0191.wav,The plot is laced with mysterious incidents.,44
dataset\audio\FC03Session2wav_headMic0328.wav,Addition and subtraction are learned skills.,44
dataset\audio\FC03Session3wav_headMic0187.wav,We got drenched from the uninterrupted rain.,44
dataset\audio\FC03Session3wav_headMic0139.wav,The family requests that flowers be omitted.,44
dataset\audio\FC03Session3wav_headMic0188.wav,We got drenched from the uninterrupted rain.,44
dataset\audio\M01Session1wav_headMic0053.wav,You wished to know all about my grandfather.,44
dataset\audio\FC03Session1wav_headMic0097.wav,Don't ask me to carry an oily rag like that.,44
dataset\audio\FC03Session2wav_headMic0130.wav,Critical equipment needs proper maintenance.,44
dataset\audio\FC02Session3wav_headMic0891.wav,Cliff's display was misplaced on the screen.,44
dataset\audio\MC01Session1wav_headMic0094.wav,Don't ask me to carry an oily rag like that.,44
dataset\audio\MC01Session1wav_headMic0061.wav,The quick brown fox jumps over the lazy dog.,44
dataset\audio\MC04Session1wav_headMic0036.wav,The quick brown fox jumps over the lazy dog.,44
dataset\audio\MC01Session1wav_headMic0016.wav,You wished to know all about my grandfather.,44
dataset\audio\F03Session1wav_headMic0107.wav,The quick brown fox jumps over the lazy dog.,44
dataset\audio\FC02Session3wav_headMic0319.wav,Critical equipment needs proper maintenance.,44
dataset\audio\F03Session1wav_headMic0096.wav,Don't ask me to carry an oily rag like that.,44
dataset\audio\M03Session2wav_headMic0107.wav,The quick brown fox jumps over the lazy dog.,44
dataset\audio\M03Session2wav_headMic0111.wav,You wished to know all about my grandfather.,44
dataset\audio\MC04Session1wav_headMic0012.wav,Don't ask me to carry an oily rag like that.,44
dataset\audio\M03Session2wav_headMic0221.wav,Both figures would go higher in later years.,44
dataset\audio\F03Session1wav_headMic0053.wav,You wished to know all about my grandfather.,44
dataset\audio\MC04Session1wav_headMic0570.wav,Critical equipment needs proper maintenance.,44
dataset\audio\M05Session2wav_headMic0051.wav,Both figures would go higher in later years.,44
dataset\audio\MC03Session2wav_headMic0037.wav,Critical equipment needs proper maintenance.,44
dataset\audio\M04Session2wav_headMic0032.wav,Don't ask me to carry an oily rag like that.,44
dataset\audio\M04Session2wav_headMic0038.wav,The quick brown fox jumps over the lazy dog.,44
dataset\audio\F01Session1wav_headMic0022.wav,You wished to know all about my grandfather.,44
dataset\audio\FC01Session1wav_headMic0026.wav,The quick brown fox jumps over the lazy dog.,44
dataset\audio\FC01Session1wav_headMic0036.wav,Don't ask me to carry an oily rag like that.,44
dataset\audio\F01Session1wav_headMic0030.wav,The quick brown fox jumps over the lazy dog.,44
dataset\audio\F01Session1wav_headMic0031.wav,The quick brown fox jumps over the lazy dog.,44
dataset\audio\FC01Session1wav_headMic0054.wav,You wished to know all about my grandfather.,44
dataset\audio\FC02Session3wav_headMic0429.wav,Addition and subtraction are learned skills.,44
dataset\audio\MC03Session2wav_headMic0168.wav,The job also covers a number of other items.,44
dataset\audio\M05Session1wav_headMic0056.wav,The quick brown fox jumps over the lazy dog.,44
dataset\audio\M05Session1wav_headMic0062.wav,You wished to know all about my grandfather.,44
dataset\audio\MC03Session2wav_headMic0073.wav,Addition and subtraction are learned skills.,44
dataset\audio\M05Session1wav_headMic0078.wav,Don't ask me to carry an oily rag like that.,44
dataset\audio\M04Session2wav_headMic0077.wav,You wished to know all about my grandfather.,44
dataset\audio\MC03Session2wav_headMic0184.wav,The plot is laced with mysterious incidents.,44
dataset\audio\M04Session2wav_headMic0219.wav,Both figures would go higher in later years.,44
dataset\audio\MC01Session1wav_headMic0227.wav,Both figures would go higher in later years.,44
dataset\audio\M03Session2wav_headMic0117.wav,Don't ask me to carry an oily rag like that.,44
dataset\audio\M02Session1wav_headMic0127.wav,Both figures would go higher in later years.,44
dataset\audio\MC03Session1wav_headMic0052.wav,You wished to know all about my grandfather.,44
dataset\audio\FC02Session3wav_headMic0677.wav,We got drenched from the uninterrupted rain.,44
dataset\audio\M02Session1wav_headMic0106.wav,Don't ask me to carry an oily rag like that.,44
dataset\audio\M02Session1wav_headMic0117.wav,The quick brown fox jumps over the lazy dog.,44
dataset\audio\MC04Session1wav_headMic0084.wav,You wished to know all about my grandfather.,44
dataset\audio\MC03Session1wav_headMic0096.wav,Don't ask me to carry an oily rag like that.,44
dataset\audio\FC02Session3wav_headMic0621.wav,The plot is laced with mysterious incidents.,44
dataset\audio\FC02Session3wav_headMic0798.wav,Good service should be rewarded by big tips.,44
dataset\audio\FC02Session3wav_headMic0620.wav,The plot is laced with mysterious incidents.,44
dataset\audio\MC03Session1wav_headMic0143.wav,Both figures would go higher in later years.,44
dataset\audio\MC03Session1wav_headMic0066.wav,The quick brown fox jumps over the lazy dog.,44
dataset\audio\M02Session1wav_headMic0121.wav,You wished to know all about my grandfather.,44
dataset\audio\FC02Session3wav_headMic0708.wav,The family requests that flowers be omitted.,44
dataset\audio\FC02Session3wav_headMic0882.wav,Bagpipes and bongos are musical instruments.,44
dataset\audio\FC02Session3wav_headMic0605.wav,The job also covers a number of other items.,44
dataset\audio\MC01Session2wav_headMic0057.wav,The owners regularly look for plumbing leaks.,45
dataset\audio\FC02Session3wav_headMic0093.wav,"Before Thursday's exam, review every formula.",45
dataset\audio\M01Session2wav_headMic0232.wav,"Before Thursday's exam, review every formula.",45
dataset\audio\MC04Session1wav_headMic0308.wav,This is not a program of socialized medicine.,45
dataset\audio\F03Session2wav_headMic0141.wav,"Before Thursday's exam, review every formula.",45
dataset\audio\FC03Session1wav_headMic0355.wav,This is not a program of socialized medicine.,45
dataset\audio\MC01Session2wav_headMic0071.wav,I'm willing to experiment for the first time.,45
dataset\audio\M05Session2wav_headMic0087.wav,Are your grades higher or lower than Nancy's?,45
dataset\audio\MC04Session1wav_headMic0429.wav,I'm willing to experiment for the first time.,45
dataset\audio\FC03Session1wav_headMic0356.wav,This is not a program of socialized medicine.,45
dataset\audio\F04Session2wav_headMic0172.wav,"Before Thursday's exam, review every formula.",45
dataset\audio\FC02Session3wav_headMic0026.wav,This is not a program of socialized medicine.,45
dataset\audio\FC03Session1wav_headMic0328.wav,"Before Thursday's exam, review every formula.",45
dataset\audio\M04Session2wav_headMic0160.wav,Are your grades higher or lower than Nancy's?,45
dataset\audio\F04Session2wav_headMic0144.wav,This is not a program of socialized medicine.,45
dataset\audio\F03Session2wav_headMic0160.wav,This is not a program of socialized medicine.,45
dataset\audio\MC01Session3wav_headMic0255.wav,Eat your raisins outdoors on the porch steps.,45
dataset\audio\F03Session3wav_headMic0030.wav,I'm willing to experiment for the first time.,45
dataset\audio\FC02Session3wav_headMic0943.wav,It's hard to tell an original from a forgery.,45
dataset\audio\MC02Session1wav_headMic0380.wav,"Before Thursday's exam, review every formula.",45
dataset\audio\FC03Session2wav_headMic0060.wav,I'm willing to experiment for the first time.,45
dataset\audio\MC02Session1wav_headMic0383.wav,This is not a program of socialized medicine.,45
dataset\audio\FC02Session3wav_headMic0841.wav,Gently place Jim's foam sculpture in the box.,45
dataset\audio\M01Session2wav_headMic0159.wav,This is not a program of socialized medicine.,45
dataset\audio\MC04Session1wav_headMic0268.wav,"Before Thursday's exam, review every formula.",45
dataset\audio\F04Session2wav_headMic0241.wav,I'm willing to experiment for the first time.,45
dataset\audio\M04Session2wav_headMic0288.wav,This is not a program of socialized medicine.,45
dataset\audio\FC02Session3wav_headMic0752.wav,Eat your raisins outdoors on the porch steps.,45
dataset\audio\M01Session2wav_headMic0160.wav,This is not a program of socialized medicine.,45
dataset\audio\F04Session2wav_headMic0228.wav,The owners regularly look for plumbing leaks.,45
dataset\audio\M05Session2wav_headMic0189.wav,"Before Thursday's exam, review every formula.",45
dataset\audio\F04Session2wav_headMic0143.wav,This is not a program of socialized medicine.,45
dataset\audio\M05Session2wav_headMic0369.wav,I'm willing to experiment for the first time.,45
dataset\audio\MC01Session1wav_headMic0279.wav,"Before Thursday's exam, review every formula.",45
dataset\audio\MC03Session1wav_headMic0355.wav,"Before Thursday's exam, review every formula.",45
dataset\audio\MC04Session1wav_headMic0200.wav,Are your grades higher or lower than Nancy's?,45
dataset\audio\MC03Session1wav_headMic0342.wav,This is not a program of socialized medicine.,45
dataset\audio\M02Session2wav_headMic0235.wav,The owners regularly look for plumbing leaks.,45
dataset\audio\MC04Session1wav_headMic0485.wav,The owners regularly look for plumbing leaks.,45
dataset\audio\M02Session2wav_headMic0137.wav,This is not a program of socialized medicine.,45
dataset\audio\M02Session2wav_headMic0128.wav,"Before Thursday's exam, review every formula.",45
dataset\audio\FC03Session3wav_headMic0172.wav,Eat your raisins outdoors on the porch steps.,45
dataset\audio\MC03Session1wav_headMic0222.wav,Are your grades higher or lower than Nancy's?,45
dataset\audio\F04Session2wav_headMic0053.wav,Are your grades higher or lower than Nancy's?,45
dataset\audio\MC01Session1wav_headMic0212.wav,Are your grades higher or lower than Nancy's?,45
dataset\audio\M02Session1wav_headMic0150.wav,Are your grades higher or lower than Nancy's?,45
dataset\audio\F03Session1wav_headMic0182.wav,Are your grades higher or lower than Nancy's?,45
dataset\audio\M01Session2wav_headMic0056.wav,Are your grades higher or lower than Nancy's?,45
dataset\audio\FC03Session1wav_headMic0190.wav,Are your grades higher or lower than Nancy's?,45
dataset\audio\FC02Session3wav_headMic0179.wav,I'm willing to experiment for the first time.,45
dataset\audio\M03Session2wav_headMic0151.wav,Are your grades higher or lower than Nancy's?,45
dataset\audio\MC03Session1wav_headMic0406.wav,The owners regularly look for plumbing leaks.,45
dataset\audio\FC02Session3wav_headMic0137.wav,The owners regularly look for plumbing leaks.,45
dataset\audio\MC03Session1wav_headMic0424.wav,I'm willing to experiment for the first time.,45
dataset\audio\M03Session2wav_headMic0277.wav,This is not a program of socialized medicine.,45
dataset\audio\M05Session2wav_headMic0286.wav,The owners regularly look for plumbing leaks.,45
dataset\audio\M05Session2wav_headMic0260.wav,This is not a program of socialized medicine.,45
dataset\audio\MC02Session1wav_headMic0129.wav,Are your grades higher or lower than Nancy's?,45
dataset\audio\M03Session2wav_headMic0275.wav,"Before Thursday's exam, review every formula.",45
dataset\audio\MC01Session2wav_headMic0025.wav,This is not a program of socialized medicine.,45
dataset\audio\FC03Session2wav_headMic0134.wav,Who knows what you'll discover about yourself.,46
dataset\audio\MC04Session1wav_headMic0573.wav,Barb's gold bracelet was a graduation present.,46
dataset\audio\MC01Session2wav_headMic0222.wav,Barb's gold bracelet was a graduation present.,46
dataset\audio\M01Session2wav_headMic0146.wav,"Everything went real smooth, the sheriff said.",46
dataset\audio\MC04Session1wav_headMic0608.wav,Who knows what you'll discover about yourself.,46
dataset\audio\M05Session2wav_headMic0102.wav,"Everything went real smooth, the sheriff said.",46
dataset\audio\F03Session2wav_headMic0029.wav,"Everything went real smooth, the sheriff said.",46
dataset\audio\M03Session2wav_headMic0187.wav,"Everything went real smooth, the sheriff said.",46
dataset\audio\FC03Session3wav_headMic0026.wav,Any contributions will be greatly appreciated.,46
dataset\audio\MC01Session3wav_headMic0187.wav,Any contributions will be greatly appreciated.,46
dataset\audio\M04Session2wav_headMic0202.wav,"Everything went real smooth, the sheriff said.",46
dataset\audio\MC01Session2wav_headMic0289.wav,Who knows what you'll discover about yourself.,46
dataset\audio\MC01Session1wav_headMic0184.wav,"Everything went real smooth, the sheriff said.",46
dataset\audio\M02Session1wav_headMic0137.wav,"Everything went real smooth, the sheriff said.",46
dataset\audio\FC03Session2wav_headMic0257.wav,Barb's gold bracelet was a graduation present.,46
dataset\audio\MC03Session1wav_headMic0527.wav,Who knows what you'll discover about yourself.,46
dataset\audio\FC02Session3wav_headMic0929.wav,The misprint provoked an immediate disclaimer.,46
dataset\audio\FC02Session3wav_headMic0369.wav,Barb's gold bracelet was a graduation present.,46
dataset\audio\MC02Session1wav_headMic0127.wav,"Everything went real smooth, the sheriff said.",46
dataset\audio\MC04Session1wav_headMic0225.wav,"Everything went real smooth, the sheriff said.",46
dataset\audio\FC02Session3wav_headMic0532.wav,Any contributions will be greatly appreciated.,46
dataset\audio\FC03Session1wav_headMic0185.wav,"Everything went real smooth, the sheriff said.",46
dataset\audio\MC03Session2wav_headMic0025.wav,Barb's gold bracelet was a graduation present.,46
dataset\audio\MC03Session1wav_headMic0180.wav,"Everything went real smooth, the sheriff said.",46
dataset\audio\F04Session2wav_headMic0047.wav,"Everything went real smooth, the sheriff said.",46
dataset\audio\FC02Session3wav_headMic0310.wav,Who knows what you'll discover about yourself.,46
dataset\audio\MC03Session1wav_headMic0485.wav,It's fun to roast marshmallows on a gas burner.,47
dataset\audio\MC03Session1wav_headMic0445.wav,People who value themselves are life's winners.,47
dataset\audio\M05Session2wav_headMic0346.wav,People who value themselves are life's winners.,47
dataset\audio\F03Session1wav_headMic0055.wav,Grandfather likes to be modern in his language.,47
dataset\audio\MC02Session1wav_headMic0053.wav,Grandfather likes to be modern in his language.,47
dataset\audio\FC02Session3wav_headMic0156.wav,People who value themselves are life's winners.,47
dataset\audio\M05Session2wav_headMic0365.wav,It's fun to roast marshmallows on a gas burner.,47
dataset\audio\MC02Session2wav_headMic0011.wav,It's fun to roast marshmallows on a gas burner.,47
dataset\audio\FC02Session3wav_headMic0141.wav,It's fun to roast marshmallows on a gas burner.,47
dataset\audio\MC04Session1wav_headMic0030.wav,Grandfather likes to be modern in his language.,47
dataset\audio\MC01Session1wav_headMic0095.wav,Grandfather likes to be modern in his language.,47
dataset\audio\MC04Session1wav_headMic0486.wav,It's fun to roast marshmallows on a gas burner.,47
dataset\audio\MC04Session1wav_headMic0421.wav,People who value themselves are life's winners.,47
dataset\audio\MC03Session1wav_headMic0112.wav,Grandfather likes to be modern in his language.,47
dataset\audio\M02Session1wav_headMic0020.wav,Grandfather likes to be modern in his language.,47
dataset\audio\MC01Session2wav_headMic0086.wav,It's fun to roast marshmallows on a gas burner.,47
dataset\audio\M01Session1wav_headMic0009.wav,Grandfather likes to be modern in his language.,47
dataset\audio\MC02Session2wav_headMic0013.wav,People who value themselves are life's winners.,47
dataset\audio\MC01Session2wav_headMic0137.wav,People who value themselves are life's winners.,47
dataset\audio\M04Session2wav_headMic0007.wav,Grandfather likes to be modern in his language.,47
dataset\audio\F03Session3wav_headMic0007.wav,People who value themselves are life's winners.,47
dataset\audio\F01Session1wav_headMic0130.wav,Grandfather likes to be modern in his language.,47
dataset\audio\FC03Session1wav_headMic0035.wav,Grandfather likes to be modern in his language.,47
dataset\audio\FC01Session1wav_headMic0114.wav,Grandfather likes to be modern in his language.,47
dataset\audio\FC03Session2wav_headMic0009.wav,People who value themselves are life's winners.,47
dataset\audio\M05Session1wav_headMic0101.wav,Grandfather likes to be modern in his language.,47
dataset\audio\M03Session2wav_headMic0391.wav,People who value themselves are life's winners.,47
dataset\audio\FC03Session2wav_headMic0022.wav,It's fun to roast marshmallows on a gas burner.,47
dataset\audio\F04Session2wav_headMic0227.wav,People who value themselves are life's winners.,47
dataset\audio\MC03Session1wav_headMic0337.wav,"If you are losing water, replace it immediately.",48
dataset\audio\MC03Session2wav_headMic0147.wav,Catastrophic economic cutbacks neglect the poor.,48
dataset\audio\FC03Session1wav_headMic0283.wav,"If you are losing water, replace it immediately.",48
dataset\audio\M02Session2wav_headMic0204.wav,"If you are losing water, replace it immediately.",48
dataset\audio\MC01Session2wav_headMic0243.wav,In fact our whole defensive unit did a good job.,48
dataset\audio\MC04Session1wav_headMic0635.wav,In fact our whole defensive unit did a good job.,48
dataset\audio\MC01Session1wav_headMic0256.wav,"If you are losing water, replace it immediately.",48
dataset\audio\MC01Session2wav_headMic0209.wav,Young people participate in athletic activities.,48
dataset\audio\FC02Session3wav_headMic0503.wav,Catastrophic economic cutbacks neglect the poor.,48
dataset\audio\F04Session2wav_headMic0085.wav,"If you are losing water, replace it immediately.",48
dataset\audio\MC02Session1wav_headMic0269.wav,"If you are losing water, replace it immediately.",48
dataset\audio\FC02Session3wav_headMic0357.wav,Young people participate in athletic activities.,48
dataset\audio\M01Session2wav_headMic0205.wav,"If you are losing water, replace it immediately.",48
dataset\audio\MC03Session1wav_headMic0560.wav,Young people participate in athletic activities.,48
dataset\audio\MC03Session1wav_headMic0572.wav,In fact our whole defensive unit did a good job.,48
dataset\audio\M05Session2wav_headMic0215.wav,"If you are losing water, replace it immediately.",48
dataset\audio\F03Session3wav_headMic0048.wav,In fact our whole defensive unit did a good job.,48
dataset\audio\FC02Session3wav_headMic0042.wav,"If you are losing water, replace it immediately.",48
dataset\audio\M03Session2wav_headMic0380.wav,"If you are losing water, replace it immediately.",48
dataset\audio\F03Session2wav_headMic0058.wav,"If you are losing water, replace it immediately.",48
dataset\audio\MC04Session1wav_headMic0265.wav,"If you are losing water, replace it immediately.",48
dataset\audio\MC01Session2wav_headMic0346.wav,Catastrophic economic cutbacks neglect the poor.,48
dataset\audio\FC03Session2wav_headMic0346.wav,Catastrophic economic cutbacks neglect the poor.,48
dataset\audio\FC03Session2wav_headMic0129.wav,In fact our whole defensive unit did a good job.,48
dataset\audio\FC02Session3wav_headMic0308.wav,In fact our whole defensive unit did a good job.,48
dataset\audio\F03Session3wav_headMic0136.wav,Young people participate in athletic activities.,48
dataset\audio\MC04Session1wav_headMic0621.wav,Young people participate in athletic activities.,48
dataset\audio\FC03Session2wav_headMic0126.wav,Young people participate in athletic activities.,48
dataset\audio\MC01Session2wav_headMic0173.wav,Stimulating discussions keep students' attention.,49
dataset\audio\MC03Session1wav_headMic0537.wav,Stimulating discussions keep students' attention.,49
dataset\audio\FC02Session3wav_headMic0468.wav,Grandmother outgrew her upbringing in petticoats.,49
dataset\audio\FC02Session3wav_headMic0876.wav,Will you please describe the idiotic predicament.,49
dataset\audio\FC03Session2wav_headMic0172.wav,Stimulating discussions keep students' attention.,49
dataset\audio\MC04Session1wav_headMic0599.wav,Stimulating discussions keep students' attention.,49
dataset\audio\MC01Session2wav_headMic0359.wav,Grandmother outgrew her upbringing in petticoats.,49
dataset\audio\FC03Session2wav_headMic0269.wav,Grandmother outgrew her upbringing in petticoats.,49
dataset\audio\MC03Session2wav_headMic0056.wav,Grandmother outgrew her upbringing in petticoats.,49
dataset\audio\FC02Session3wav_headMic0256.wav,Stimulating discussions keep students' attention.,49
dataset\audio\MC01Session2wav_headMic0310.wav,We selected places where families will be welcome.,50
dataset\audio\M02Session1wav_headMic0044.wav,"he dresses himself in an ancient black frock coat,",50
dataset\audio\MC04Session1wav_headMic0072.wav,"he dresses himself in an ancient black frock coat,",50
dataset\audio\MC03Session2wav_headMic0062.wav,Her classical performance gained critical acclaim.,50
dataset\audio\M04Session2wav_headMic0083.wav,"he dresses himself in an ancient black frock coat,",50
dataset\audio\MC03Session2wav_headMic0185.wav,Chocolate and roses never fail as a romantic gift.,50
dataset\audio\MC03Session2wav_headMic0042.wav,We selected places where families will be welcome.,50
dataset\audio\M05Session1wav_headMic0089.wav,"he dresses himself in an ancient black frock coat,",50
dataset\audio\F01Session1wav_headMic0126.wav,"he dresses himself in an ancient black frock coat,",50
dataset\audio\F03Session1wav_headMic0075.wav,"he dresses himself in an ancient black frock coat,",50
dataset\audio\FC02Session3wav_headMic0278.wav,We selected places where families will be welcome.,50
dataset\audio\M03Session2wav_headMic0100.wav,"he dresses himself in an ancient black frock coat,",50
dataset\audio\M03Session2wav_headMic0099.wav,"he dresses himself in an ancient black frock coat,",50
dataset\audio\MC01Session1wav_headMic0107.wav,"he dresses himself in an ancient black frock coat,",50
dataset\audio\FC02Session3wav_headMic0413.wav,At twilight on the twelfth day we'll have Chablis.,50
dataset\audio\FC02Session3wav_headMic0481.wav,Her classical performance gained critical acclaim.,50
dataset\audio\FC01Session1wav_headMic0072.wav,"he dresses himself in an ancient black frock coat,",50
dataset\audio\FC02Session3wav_headMic0540.wav,Chocolate and roses never fail as a romantic gift.,50
dataset\audio\MC03Session1wav_headMic0077.wav,"he dresses himself in an ancient black frock coat,",50
dataset\audio\M01Session1wav_headMic0019.wav,"he dresses himself in an ancient black frock coat,",50
dataset\audio\MC03Session2wav_headMic0063.wav,At twilight on the twelfth day we'll have Chablis.,50
dataset\audio\FC03Session2wav_headMic0320.wav,At twilight on the twelfth day we'll have Chablis.,50
dataset\audio\MC01Session3wav_headMic0202.wav,Chocolate and roses never fail as a romantic gift.,50
dataset\audio\F03Session3wav_headMic0127.wav,We selected places where families will be welcome.,50
dataset\audio\FC03Session1wav_headMic0127.wav,"he dresses himself in an ancient black frock coat,",50
dataset\audio\FC03Session3wav_headMic0089.wav,Chocolate and roses never fail as a romantic gift.,50
dataset\audio\MC02Session1wav_headMic0046.wav,"he dresses himself in an ancient black frock coat,",50
dataset\audio\FC03Session2wav_headMic0373.wav,Her classical performance gained critical acclaim.,50
dataset\audio\MC01Session2wav_headMic0345.wav,Her classical performance gained critical acclaim.,50
dataset\audio\FC03Session2wav_headMic0374.wav,Her classical performance gained critical acclaim.,50
dataset\audio\MC04Session1wav_headMic0642.wav,We selected places where families will be welcome.,50
dataset\audio\MC01Session3wav_headMic0023.wav,At twilight on the twelfth day we'll have Chablis.,50
dataset\audio\FC03Session2wav_headMic0190.wav,We selected places where families will be welcome.,50
dataset\audio\MC02Session1wav_headMic0096.wav,"We have often urged him to walk more and smoke less,",52
dataset\audio\M03Session2wav_headMic0098.wav,"We have often urged him to walk more and smoke less,",52
dataset\audio\MC01Session3wav_headMic0109.wav,The lack of heat compounded the tenant's grievances.,52
dataset\audio\MC01Session1wav_headMic0121.wav,"We have often urged him to walk more and smoke less,",52
dataset\audio\FC03Session3wav_headMic0050.wav,The lack of heat compounded the tenant's grievances.,52
dataset\audio\MC03Session1wav_headMic0092.wav,"We have often urged him to walk more and smoke less,",52
dataset\audio\F01Session1wav_headMic0036.wav,"We have often urged him to walk more and smoke less,",52
dataset\audio\FC02Session3wav_headMic0530.wav,The lack of heat compounded the tenant's grievances.,52
dataset\audio\FC03Session1wav_headMic0118.wav,"We have often urged him to walk more and smoke less,",52
dataset\audio\FC03Session1wav_headMic0117.wav,"We have often urged him to walk more and smoke less,",52
dataset\audio\MC04Session1wav_headMic0033.wav,"We have often urged him to walk more and smoke less,",52
dataset\audio\F03Session1wav_headMic0028.wav,"We have often urged him to walk more and smoke less,",52
dataset\audio\FC01Session1wav_headMic0046.wav,"We have often urged him to walk more and smoke less,",52
dataset\audio\M02Session1wav_headMic0071.wav,"We have often urged him to walk more and smoke less,",52
dataset\audio\M04Session2wav_headMic0046.wav,"We have often urged him to walk more and smoke less,",52
dataset\audio\M05Session1wav_headMic0027.wav,"We have often urged him to walk more and smoke less,",52
dataset\audio\M04Session2wav_headMic0045.wav,"We have often urged him to walk more and smoke less,",52
dataset\audio\M01Session1wav_headMic0092.wav,"We have often urged him to walk more and smoke less,",52
dataset\audio\MC01Session1wav_headMic0037.wav,She had your dark suit in greasy wash water all year.,53
dataset\audio\M03Session2wav_headMic0045.wav,She had your dark suit in greasy wash water all year.,53
dataset\audio\M04Session2wav_headMic0014.wav,She had your dark suit in greasy wash water all year.,53
dataset\audio\MC03Session1wav_headMic0089.wav,She had your dark suit in greasy wash water all year.,53
dataset\audio\MC04Session1wav_headMic0023.wav,She had your dark suit in greasy wash water all year.,53
dataset\audio\MC03Session2wav_headMic0027.wav,Only the most accomplished artists obtain popularity.,53
dataset\audio\FC02Session3wav_headMic0303.wav,There is definitely some ligament damage in his knee.,53
dataset\audio\F01Session1wav_headMic0032.wav,She had your dark suit in greasy wash water all year.,53
dataset\audio\FC02Session3wav_headMic0281.wav,Only the most accomplished artists obtain popularity.,53
dataset\audio\FC03Session2wav_headMic0260.wav,Only the most accomplished artists obtain popularity.,53
dataset\audio\M01Session1wav_headMic0072.wav,She had your dark suit in greasy wash water all year.,53
dataset\audio\MC02Session1wav_headMic0068.wav,She had your dark suit in greasy wash water all year.,53
dataset\audio\MC03Session2wav_headMic0043.wav,There is definitely some ligament damage in his knee.,53
dataset\audio\MC04Session1wav_headMic0539.wav,There is definitely some ligament damage in his knee.,53
dataset\audio\FC03Session2wav_headMic0159.wav,There is definitely some ligament damage in his knee.,53
dataset\audio\MC01Session2wav_headMic0305.wav,Only the most accomplished artists obtain popularity.,53
dataset\audio\M05Session1wav_headMic0104.wav,She had your dark suit in greasy wash water all year.,53
dataset\audio\FC01Session1wav_headMic0102.wav,She had your dark suit in greasy wash water all year.,53
