audio path,prompt,length
dataset\audio\FC03Session2wav_headMic0081.wav,ham,3
dataset\audio\FC03Session1wav_headMic0021.wav,sip,3
dataset\audio\FC03Session1wav_headMic0346.wav,vat,3
dataset\audio\MC01Session3wav_headMic0266.wav,win,3
dataset\audio\MC02Session1wav_headMic0091.wav,for,3
dataset\audio\FC03Session1wav_headMic0280.wav,pit,3
dataset\audio\FC03Session1wav_headMic0277.wav,fat,3
dataset\audio\MC01Session3wav_headMic0240.wav,wax,3
dataset\audio\FC03Session2wav_headMic0213.wav,lip,3
dataset\audio\FC03Session2wav_headMic0215.wav,air,3
dataset\audio\FC03Session2wav_headMic0216.wav,sew,3
dataset\audio\MC02Session1wav_headMic0100.wav,sip,3
dataset\audio\MC02Session1wav_headMic0102.wav,air,3
dataset\audio\FC03Session1wav_headMic0263.wav,air,3
dataset\audio\MC01Session3wav_headMic0232.wav,pat,3
dataset\audio\FC03Session1wav_headMic0253.wav,pat,3
dataset\audio\FC03Session1wav_headMic0251.wav,pot,3
dataset\audio\FC03Session1wav_headMic0250.wav,pot,3
dataset\audio\FC03Session1wav_headMic0248.wav,bad,3
dataset\audio\MC02Session1wav_headMic0113.wav,bit,3
dataset\audio\MC02Session1wav_headMic0114.wav,two,3
dataset\audio\MC02Session1wav_headMic0115.wav,car,3
dataset\audio\MC02Session1wav_headMic0116.wav,sip,3
dataset\audio\MC01Session3wav_headMic0226.wav,bad,3
dataset\audio\FC03Session1wav_headMic0239.wav,pay,3
dataset\audio\MC02Session1wav_headMic0090.wav,tip,3
dataset\audio\FC03Session2wav_headMic0198.wav,lee,3
dataset\audio\FC03Session1wav_headMic0292.wav,hat,3
dataset\audio\MC01Session3wav_headMic0249.wav,pad,3
dataset\audio\MC01Session3wav_headMic0265.wav,why,3
dataset\audio\FC03Session2wav_headMic0166.wav,see,3
dataset\audio\MC02Session1wav_headMic0042.wav,one,3
dataset\audio\FC03Session1wav_headMic0333.wav,and,3
dataset\audio\FC03Session2wav_headMic0169.wav,old,3
dataset\audio\FC03Session2wav_headMic0173.wav,sin,3
dataset\audio\FC03Session1wav_headMic0325.wav,yes,3
dataset\audio\FC03Session1wav_headMic0324.wav,pit,3
dataset\audio\MC01Session3wav_headMic0258.wav,pad,3
dataset\audio\FC03Session2wav_headMic0176.wav,foe,3
dataset\audio\MC02Session1wav_headMic0036.wav,sip,3
dataset\audio\FC03Session2wav_headMic0177.wav,sew,3
dataset\audio\FC03Session2wav_headMic0179.wav,rid,3
dataset\audio\MC02Session1wav_headMic0060.wav,bug,3
dataset\audio\FC03Session1wav_headMic0316.wav,hum,3
dataset\audio\FC03Session1wav_headMic0315.wav,fat,3
dataset\audio\FC03Session1wav_headMic0313.wav,bit,3
dataset\audio\MC01Session3wav_headMic0254.wav,ink,3
dataset\audio\FC03Session2wav_headMic0185.wav,yes,3
dataset\audio\MC02Session1wav_headMic0069.wav,yes,3
dataset\audio\MC01Session3wav_headMic0253.wav,tip,3
dataset\audio\MC02Session1wav_headMic0076.wav,pat,3
dataset\audio\MC02Session1wav_headMic0056.wav,the,3
dataset\audio\FC03Session3wav_headMic0012.wav,aid,3
dataset\audio\FC03Session3wav_headMic0013.wav,had,3
dataset\audio\MC02Session1wav_headMic0294.wav,six,3
dataset\audio\FC02Session3wav_headMic0739.wav,bad,3
dataset\audio\FC02Session3wav_headMic0738.wav,hid,3
dataset\audio\MC03Session1wav_headMic0079.wav,fee,3
dataset\audio\MC01Session2wav_headMic0319.wav,lee,3
dataset\audio\MC01Session2wav_headMic0316.wav,red,3
dataset\audio\MC03Session1wav_headMic0081.wav,sip,3
dataset\audio\FC02Session3wav_headMic0732.wav,had,3
dataset\audio\MC03Session1wav_headMic0084.wav,for,3
dataset\audio\M01Session1wav_headMic0030.wav,bug,3
dataset\audio\M01Session1wav_headMic0031.wav,dug,3
dataset\audio\MC01Session2wav_headMic0314.wav,sin,3
dataset\audio\MC03Session1wav_headMic0087.wav,one,3
dataset\audio\MC01Session2wav_headMic0301.wav,lip,3
dataset\audio\MC03Session1wav_headMic0097.wav,the,3
dataset\audio\M01Session1wav_headMic0057.wav,sip,3
dataset\audio\M01Session1wav_headMic0059.wav,air,3
dataset\audio\MC03Session1wav_headMic0100.wav,pat,3
dataset\audio\FC02Session3wav_headMic0697.wav,bed,3
dataset\audio\FC02Session3wav_headMic0696.wav,wax,3
dataset\audio\M01Session1wav_headMic0065.wav,two,3
dataset\audio\FC02Session3wav_headMic0694.wav,pat,3
dataset\audio\FC02Session3wav_headMic0740.wav,tip,3
dataset\audio\FC02Session3wav_headMic0742.wav,why,3
dataset\audio\M01Session1wav_headMic0021.wav,bat,3
dataset\audio\FC02Session3wav_headMic0750.wav,all,3
dataset\audio\FC02Session3wav_headMic0804.wav,mat,3
dataset\audio\FC02Session3wav_headMic0803.wav,sat,3
dataset\audio\FC02Session3wav_headMic0802.wav,beg,3
dataset\audio\MC03Session1wav_headMic0041.wav,bit,3
dataset\audio\FC03Session3wav_headMic0180.wav,hat,3
dataset\audio\MC01Session3wav_headMic0007.wav,she,3
dataset\audio\FC02Session3wav_headMic0793.wav,all,3
dataset\audio\FC03Session3wav_headMic0184.wav,pad,3
dataset\audio\MC01Session3wav_headMic0001.wav,tea,3
dataset\audio\MC01Session2wav_headMic0361.wav,one,3
dataset\audio\FC02Session3wav_headMic0693.wav,had,3
dataset\audio\FC02Session3wav_headMic0781.wav,vat,3
dataset\audio\FC02Session3wav_headMic0778.wav,ban,3
dataset\audio\FC03Session3wav_headMic0197.wav,pad,3
dataset\audio\FC03Session3wav_headMic0204.wav,pat,3
dataset\audio\MC03Session1wav_headMic0059.wav,sip,3
dataset\audio\M01Session1wav_headMic0008.wav,fee,3
dataset\audio\FC02Session3wav_headMic0758.wav,pad,3
dataset\audio\M01Session1wav_headMic0015.wav,tip,3
dataset\audio\M01Session1wav_headMic0016.wav,bit,3
dataset\audio\MC03Session1wav_headMic0072.wav,air,3
dataset\audio\MC01Session2wav_headMic0326.wav,six,3
dataset\audio\FC03Session3wav_headMic0196.wav,hid,3
dataset\audio\FC02Session3wav_headMic0805.wav,sap,3
dataset\audio\MC01Session2wav_headMic0291.wav,rip,3
dataset\audio\FC02Session3wav_headMic0686.wav,low,3
dataset\audio\MC03Session1wav_headMic0145.wav,dot,3
dataset\audio\MC01Session2wav_headMic0258.wav,foe,3
dataset\audio\FC02Session3wav_headMic0617.wav,see,3
dataset\audio\MC03Session1wav_headMic0148.wav,pad,3
dataset\audio\FC02Session3wav_headMic0613.wav,hat,3
dataset\audio\FC02Session3wav_headMic0611.wav,pit,3
dataset\audio\FC02Session3wav_headMic0610.wav,air,3
dataset\audio\M01Session2wav_headMic0032.wav,pot,3
dataset\audio\M01Session2wav_headMic0034.wav,pay,3
dataset\audio\M01Session2wav_headMic0037.wav,air,3
dataset\audio\M01Session2wav_headMic0039.wav,bad,3
dataset\audio\FC02Session3wav_headMic0602.wav,row,3
dataset\audio\MC03Session1wav_headMic0155.wav,ate,3
dataset\audio\FC02Session3wav_headMic0599.wav,pat,3
dataset\audio\MC03Session1wav_headMic0156.wav,bat,3
dataset\audio\MC01Session2wav_headMic0246.wav,old,3
dataset\audio\MC01Session2wav_headMic0245.wav,old,3
dataset\audio\FC02Session3wav_headMic0588.wav,wax,3
dataset\audio\FC02Session3wav_headMic0585.wav,fat,3
dataset\audio\MC01Session2wav_headMic0244.wav,toe,3
dataset\audio\FC02Session3wav_headMic0583.wav,fat,3
dataset\audio\M01Session2wav_headMic0023.wav,sip,3
dataset\audio\FC02Session3wav_headMic0627.wav,ate,3
dataset\audio\MC01Session2wav_headMic0260.wav,gas,3
dataset\audio\M01Session2wav_headMic0014.wav,the,3
dataset\audio\FC02Session3wav_headMic0685.wav,hat,3
dataset\audio\M01Session1wav_headMic0070.wav,pat,3
dataset\audio\FC02Session3wav_headMic0682.wav,row,3
dataset\audio\FC02Session3wav_headMic0681.wav,was,3
dataset\audio\FC02Session3wav_headMic0680.wav,win,3
dataset\audio\MC03Session1wav_headMic0107.wav,dug,3
dataset\audio\FC02Session3wav_headMic0675.wav,pad,3
dataset\audio\M01Session1wav_headMic0074.wav,car,3
dataset\audio\MC03Session1wav_headMic0108.wav,air,3
dataset\audio\FC02Session3wav_headMic0660.wav,ink,3
dataset\audio\MC03Session1wav_headMic0105.wav,bug,3
dataset\audio\M01Session1wav_headMic0093.wav,for,3
dataset\audio\M01Session2wav_headMic0001.wav,one,3
dataset\audio\FC02Session3wav_headMic0648.wav,low,3
dataset\audio\M01Session2wav_headMic0002.wav,air,3
dataset\audio\FC02Session3wav_headMic0643.wav,end,3
dataset\audio\MC03Session1wav_headMic0122.wav,tip,3
dataset\audio\FC02Session3wav_headMic0640.wav,pat,3
dataset\audio\MC03Session1wav_headMic0130.wav,bad,3
dataset\audio\FC02Session3wav_headMic0634.wav,lax,3
dataset\audio\FC02Session3wav_headMic0633.wav,dug,3
dataset\audio\M01Session2wav_headMic0012.wav,sip,3
dataset\audio\M01Session1wav_headMic0095.wav,yes,3
dataset\audio\M01Session2wav_headMic0054.wav,jaw,3
dataset\audio\FC03Session3wav_headMic0175.wav,low,3
dataset\audio\MC01Session3wav_headMic0010.wav,sea,3
dataset\audio\MC01Session3wav_headMic0086.wav,arm,3
dataset\audio\MC01Session3wav_headMic0085.wav,lip,3
dataset\audio\FC03Session3wav_headMic0060.wav,dug,3
dataset\audio\MC02Session1wav_headMic0353.wav,him,3
dataset\audio\MC02Session1wav_headMic0354.wav,vat,3
dataset\audio\FC03Session3wav_headMic0067.wav,end,3
dataset\audio\FC03Session3wav_headMic0069.wav,pit,3
dataset\audio\MC02Session1wav_headMic0360.wav,hem,3
dataset\audio\FC02Session3wav_headMic0935.wav,rut,3
dataset\audio\FC03Session3wav_headMic0076.wav,hat,3
dataset\audio\FC03Session3wav_headMic0077.wav,lip,3
dataset\audio\FC03Session3wav_headMic0078.wav,are,3
dataset\audio\MC02Session1wav_headMic0375.wav,pit,3
dataset\audio\FC03Session3wav_headMic0081.wav,arm,3
dataset\audio\FC03Session3wav_headMic0082.wav,wax,3
dataset\audio\MC01Session3wav_headMic0071.wav,ape,3
dataset\audio\FC03Session3wav_headMic0085.wav,air,3
dataset\audio\FC02Session3wav_headMic0922.wav,bin,3
dataset\audio\FC02Session3wav_headMic0921.wav,for,3
dataset\audio\MC02Session2wav_headMic0004.wav,sip,3
dataset\audio\MC02Session2wav_headMic0005.wav,bed,3
dataset\audio\MC02Session1wav_headMic0347.wav,fat,3
dataset\audio\FC03Session3wav_headMic0053.wav,hat,3
dataset\audio\MC02Session1wav_headMic0340.wav,yes,3
dataset\audio\MC01Session3wav_headMic0088.wav,bun,3
dataset\audio\FC03Session1wav_headMic0016.wav,pat,3
dataset\audio\MC01Session3wav_headMic0117.wav,ate,3
dataset\audio\FC03Session3wav_headMic0019.wav,fat,3
dataset\audio\MC02Session1wav_headMic0296.wav,hat,3
dataset\audio\MC01Session3wav_headMic0114.wav,lax,3
dataset\audio\MC02Session1wav_headMic0297.wav,and,3
dataset\audio\MC01Session3wav_headMic0110.wav,fat,3
dataset\audio\MC01Session3wav_headMic0104.wav,wax,3
dataset\audio\FC03Session3wav_headMic0029.wav,ate,3
dataset\audio\FC03Session3wav_headMic0031.wav,ail,3
dataset\audio\MC02Session2wav_headMic0006.wav,sit,3
dataset\audio\MC02Session1wav_headMic0307.wav,him,3
dataset\audio\FC02Session3wav_headMic0986.wav,lid,3
dataset\audio\FC03Session3wav_headMic0036.wav,pat,3
dataset\audio\MC02Session1wav_headMic0322.wav,bit,3
dataset\audio\FC03Session3wav_headMic0038.wav,add,3
dataset\audio\FC02Session3wav_headMic0980.wav,but,3
dataset\audio\FC03Session3wav_headMic0039.wav,rip,3
dataset\audio\MC02Session1wav_headMic0329.wav,hum,3
dataset\audio\FC02Session3wav_headMic0972.wav,lip,3
dataset\audio\FC03Session3wav_headMic0047.wav,add,3
dataset\audio\FC03Session3wav_headMic0049.wav,pat,3
dataset\audio\MC01Session3wav_headMic0102.wav,air,3
dataset\audio\MC03Session1wav_headMic0037.wav,two,3
dataset\audio\MC02Session2wav_headMic0008.wav,Ned,3
dataset\audio\FC02Session3wav_headMic0913.wav,bit,3
dataset\audio\FC03Session3wav_headMic0142.wav,was,3
dataset\audio\FC03Session3wav_headMic0143.wav,tip,3
dataset\audio\MC01Session3wav_headMic0037.wav,woe,3
dataset\audio\FC03Session3wav_headMic0146.wav,wax,3
dataset\audio\FC03Session3wav_headMic0149.wav,row,3
dataset\audio\MC01Session3wav_headMic0032.wav,ash,3
dataset\audio\MC03Session1wav_headMic0014.wav,sip,3
dataset\audio\FC02Session3wav_headMic0839.wav,tap,3
dataset\audio\MC03Session1wav_headMic0017.wav,bat,3
dataset\audio\FC02Session3wav_headMic0834.wav,big,3
dataset\audio\FC03Session3wav_headMic0155.wav,owe,3
dataset\audio\FC03Session3wav_headMic0159.wav,win,3
dataset\audio\MC03Session1wav_headMic0027.wav,car,3
dataset\audio\FC02Session3wav_headMic0820.wav,rat,3
dataset\audio\FC02Session3wav_headMic0819.wav,bag,3
dataset\audio\FC02Session3wav_headMic0818.wav,bat,3
dataset\audio\MC01Session3wav_headMic0021.wav,six,3
dataset\audio\FC02Session3wav_headMic0816.wav,bat,3
dataset\audio\MC03Session1wav_headMic0034.wav,yes,3
dataset\audio\MC01Session3wav_headMic0017.wav,see,3
dataset\audio\MC01Session3wav_headMic0011.wav,sea,3
dataset\audio\FC02Session3wav_headMic0851.wav,map,3
dataset\audio\FC03Session3wav_headMic0141.wav,was,3
dataset\audio\FC03Session3wav_headMic0138.wav,bed,3
dataset\audio\MC01Session3wav_headMic0040.wav,fit,3
dataset\audio\FC03Session3wav_headMic0091.wav,bun,3
dataset\audio\MC02Session2wav_headMic0029.wav,ham,3
dataset\audio\MC01Session3wav_headMic0061.wav,two,3
dataset\audio\MC02Session2wav_headMic0030.wav,one,3
dataset\audio\MC02Session2wav_headMic0031.wav,wit,3
dataset\audio\FC03Session3wav_headMic0100.wav,fat,3
dataset\audio\FC03Session3wav_headMic0101.wav,lit,3
dataset\audio\FC02Session3wav_headMic0895.wav,bog,3
dataset\audio\MC02Session2wav_headMic0034.wav,nut,3
dataset\audio\MC02Session2wav_headMic0038.wav,tin,3
dataset\audio\FC03Session3wav_headMic0090.wav,ate,3
dataset\audio\FC02Session3wav_headMic0889.wav,owl,3
dataset\audio\MC02Session2wav_headMic0042.wav,red,3
dataset\audio\FC03Session3wav_headMic0117.wav,lip,3
dataset\audio\FC03Session3wav_headMic0124.wav,pit,3
dataset\audio\MC01Session3wav_headMic0046.wav,six,3
dataset\audio\FC03Session3wav_headMic0127.wav,low,3
dataset\audio\MC02Session2wav_headMic0068.wav,two,3
dataset\audio\FC02Session3wav_headMic0866.wav,nap,3
dataset\audio\MC02Session2wav_headMic0070.wav,and,3
dataset\audio\MC02Session2wav_headMic0071.wav,him,3
dataset\audio\MC02Session2wav_headMic0073.wav,zip,3
dataset\audio\FC03Session3wav_headMic0109.wav,wax,3
dataset\audio\FC01Session1wav_headMic0009.wav,sip,3
dataset\audio\FC02Session3wav_headMic0187.wav,red,3
dataset\audio\FC01Session1wav_headMic0007.wav,pat,3
dataset\audio\F04Session2wav_headMic0040.wav,dot,3
dataset\audio\F03Session1wav_headMic0041.wav,two,3
dataset\audio\F03Session1wav_headMic0040.wav,sip,3
dataset\audio\MC04Session1wav_headMic0065.wav,air,3
dataset\audio\F03Session1wav_headMic0038.wav,air,3
dataset\audio\M05Session2wav_headMic0195.wav,pit,3
dataset\audio\F04Session2wav_headMic0043.wav,tie,3
dataset\audio\F04Session2wav_headMic0044.wav,tie,3
dataset\audio\F03Session3wav_headMic0045.wav,fed,3
dataset\audio\M05Session2wav_headMic0048.wav,pay,3
dataset\audio\MC04Session1wav_headMic0064.wav,sip,3
dataset\audio\F04Session2wav_headMic0048.wav,pad,3
dataset\audio\MC04Session1wav_headMic0557.wav,gas,3
dataset\audio\M03Session2wav_headMic0281.wav,pit,3
dataset\audio\M04Session2wav_headMic0167.wav,lip,3
dataset\audio\M03Session2wav_headMic0104.wav,for,3
dataset\audio\M03Session2wav_headMic0103.wav,sip,3
dataset\audio\M05Session1wav_headMic0095.wav,dug,3
dataset\audio\MC04Session1wav_headMic0563.wav,rid,3
dataset\audio\M03Session2wav_headMic0284.wav,hum,3
dataset\audio\MC04Session1wav_headMic0062.wav,car,3
dataset\audio\MC04Session1wav_headMic0059.wav,sip,3
dataset\audio\M05Session2wav_headMic0371.wav,bed,3
dataset\audio\F04Session2wav_headMic0060.wav,yes,3
dataset\audio\M04Session2wav_headMic0022.wav,fee,3
dataset\audio\F03Session1wav_headMic0022.wav,for,3
dataset\audio\M05Session2wav_headMic0363.wav,red,3
dataset\audio\F04Session2wav_headMic0039.wav,lip,3
dataset\audio\F03Session1wav_headMic0204.wav,ate,3
dataset\audio\M05Session2wav_headMic0359.wav,two,3
dataset\audio\MC04Session1wav_headMic0432.wav,tin,3
dataset\audio\MC04Session1wav_headMic0223.wav,dot,3
dataset\audio\M04Session2wav_headMic0037.wav,sip,3
dataset\audio\M03Session2wav_headMic0266.wav,and,3
dataset\audio\MC04Session1wav_headMic0226.wav,ate,3
dataset\audio\M05Session2wav_headMic0339.wav,tin,3
dataset\audio\F03Session1wav_headMic0054.wav,bat,3
dataset\audio\M03Session2wav_headMic0126.wav,pad,3
dataset\audio\MC04Session1wav_headMic0087.wav,the,3
dataset\audio\F03Session1wav_headMic0199.wav,tie,3
dataset\audio\M04Session2wav_headMic0035.wav,sip,3
dataset\audio\F03Session1wav_headMic0201.wav,air,3
dataset\audio\M05Session2wav_headMic0341.wav,nod,3
dataset\audio\MC04Session1wav_headMic0428.wav,zip,3
dataset\audio\M03Session2wav_headMic0121.wav,dot,3
dataset\audio\M05Session1wav_headMic0109.wav,air,3
dataset\audio\F03Session1wav_headMic0049.wav,yes,3
dataset\audio\MC04Session1wav_headMic0234.wav,bad,3
dataset\audio\MC04Session1wav_headMic0235.wav,pad,3
dataset\audio\F03Session1wav_headMic0047.wav,bug,3
dataset\audio\F03Session1wav_headMic0203.wav,bat,3
dataset\audio\F03Session1wav_headMic0046.wav,bag,3
dataset\audio\MC04Session1wav_headMic0069.wav,pat,3
dataset\audio\M03Session2wav_headMic0114.wav,the,3
dataset\audio\M04Session2wav_headMic0159.wav,pad,3
dataset\audio\M05Session1wav_headMic0102.wav,car,3
dataset\audio\M03Session2wav_headMic0112.wav,bit,3
dataset\audio\M04Session2wav_headMic0021.wav,yes,3
dataset\audio\MC04Session1wav_headMic0250.wav,yes,3
dataset\audio\MC04Session1wav_headMic0416.wav,and,3
dataset\audio\M03Session2wav_headMic0288.wav,pit,3
dataset\audio\M03Session2wav_headMic0072.wav,dug,3
dataset\audio\F04Session2wav_headMic0089.wav,pit,3
dataset\audio\F03Session2wav_headMic0030.wav,pot,3
dataset\audio\MC01Session1wav_headMic0007.wav,one,3
dataset\audio\M03Session2wav_headMic0070.wav,one,3
dataset\audio\F04Session2wav_headMic0092.wav,fat,3
dataset\audio\M03Session2wav_headMic0068.wav,sip,3
dataset\audio\MC04Session1wav_headMic0398.wav,nod,3
dataset\audio\M03Session2wav_headMic0067.wav,sip,3
dataset\audio\M05Session2wav_headMic0072.wav,dot,3
dataset\audio\F03Session2wav_headMic0034.wav,pay,3
dataset\audio\MC04Session1wav_headMic0395.wav,red,3
dataset\audio\MC01Session1wav_headMic0008.wav,bug,3
dataset\audio\MC04Session1wav_headMic0029.wav,fee,3
dataset\audio\M05Session1wav_headMic0069.wav,sip,3
dataset\audio\M05Session1wav_headMic0068.wav,fee,3
dataset\audio\M03Session2wav_headMic0302.wav,shy,3
dataset\audio\F04Session2wav_headMic0100.wav,six,3
dataset\audio\M05Session2wav_headMic0185.wav,hum,3
dataset\audio\M05Session2wav_headMic0184.wav,him,3
dataset\audio\MC04Session1wav_headMic0593.wav,lee,3
dataset\audio\M03Session2wav_headMic0305.wav,vat,3
dataset\audio\F04Session2wav_headMic0104.wav,pit,3
dataset\audio\F04Session2wav_headMic0105.wav,hat,3
dataset\audio\M05Session2wav_headMic0183.wav,hat,3
dataset\audio\F01Session1wav_headMic0122.wav,tip,3
dataset\audio\F04Session2wav_headMic0111.wav,hum,3
dataset\audio\MC04Session1wav_headMic0037.wav,bat,3
dataset\audio\MC04Session1wav_headMic0433.wav,tin,3
dataset\audio\MC04Session1wav_headMic0583.wav,eat,3
dataset\audio\F01Session1wav_headMic0134.wav,yes,3
dataset\audio\MC04Session1wav_headMic0259.wav,bit,3
dataset\audio\M03Session2wav_headMic0088.wav,car,3
dataset\audio\M05Session2wav_headMic0059.wav,pot,3
dataset\audio\MC04Session1wav_headMic0412.wav,yes,3
dataset\audio\M03Session2wav_headMic0291.wav,yes,3
dataset\audio\M05Session2wav_headMic0061.wav,bat,3
dataset\audio\MC04Session1wav_headMic0409.wav,bed,3
dataset\audio\MC04Session1wav_headMic0047.wav,bug,3
dataset\audio\M03Session2wav_headMic0086.wav,fee,3
dataset\audio\F04Session2wav_headMic0071.wav,him,3
dataset\audio\F03Session1wav_headMic0014.wav,sip,3
dataset\audio\F04Session2wav_headMic0073.wav,and,3
dataset\audio\F04Session2wav_headMic0075.wav,hem,3
dataset\audio\M05Session1wav_headMic0086.wav,pat,3
dataset\audio\MC04Session1wav_headMic0043.wav,tip,3
dataset\audio\M03Session2wav_headMic0083.wav,yes,3
dataset\audio\MC04Session1wav_headMic0574.wav,rip,3
dataset\audio\M05Session1wav_headMic0085.wav,two,3
dataset\audio\MC04Session1wav_headMic0269.wav,him,3
dataset\audio\F03Session3wav_headMic0020.wav,pit,3
dataset\audio\MC04Session1wav_headMic0041.wav,air,3
dataset\audio\M05Session1wav_headMic0082.wav,bat,3
dataset\audio\M05Session1wav_headMic0080.wav,for,3
dataset\audio\M03Session2wav_headMic0297.wav,fat,3
dataset\audio\F03Session3wav_headMic0018.wav,one,3
dataset\audio\M05Session2wav_headMic0250.wav,hem,3
dataset\audio\M05Session1wav_headMic0073.wav,sip,3
dataset\audio\MC04Session1wav_headMic0038.wav,dug,3
dataset\audio\M04Session2wav_headMic0144.wav,bad,3
dataset\audio\M05Session2wav_headMic0214.wav,him,3
dataset\audio\MC04Session1wav_headMic0096.wav,one,3
dataset\audio\MC04Session1wav_headMic0194.wav,bad,3
dataset\audio\MC04Session1wav_headMic0164.wav,pot,3
dataset\audio\MC04Session1wav_headMic0163.wav,air,3
dataset\audio\F03Session3wav_headMic0098.wav,two,3
dataset\audio\M03Session2wav_headMic0195.wav,lip,3
dataset\audio\M04Session2wav_headMic0097.wav,air,3
dataset\audio\M05Session2wav_headMic0268.wav,pit,3
dataset\audio\MC04Session1wav_headMic0465.wav,one,3
dataset\audio\M05Session2wav_headMic0029.wav,pat,3
dataset\audio\M05Session2wav_headMic0030.wav,bad,3
dataset\audio\F03Session1wav_headMic0113.wav,sip,3
dataset\audio\F03Session3wav_headMic0146.wav,yes,3
dataset\audio\M05Session2wav_headMic0233.wav,and,3
dataset\audio\M04Session2wav_headMic0056.wav,sip,3
dataset\audio\M04Session2wav_headMic0104.wav,two,3
