audio path,prompt
dataset\audio\F03Session3wav_headMic0021.wav,sight
dataset\audio\F03Session3wav_headMic0022.wav,She doesn't like it to have
dataset\audio\F03Session3wav_headMic0023.wav,She doesn't like to have it hanging around.
dataset\audio\F03Session3wav_headMic0024.wav,chip
dataset\audio\F03Session3wav_headMic0025.wav,White-capped waves covered the entire bay.
dataset\audio\F03Session3wav_headMic0026.wav,meat
dataset\audio\F03Session3wav_headMic0027.wav,back
dataset\audio\F03Session3wav_headMic0028.wav,knot
dataset\audio\F03Session3wav_headMic0030.wav,I'm willing to experiment for the first time.
dataset\audio\F03Session3wav_headMic0031.wav,hold
dataset\audio\F03Session3wav_headMic0032.wav,The fish swam across the pond.
dataset\audio\F03Session3wav_headMic0033.wav,quart
dataset\audio\F03Session3wav_headMic0034.wav,dress
dataset\audio\F03Session3wav_headMic0035.wav,bread
dataset\audio\F03Session3wav_headMic0036.wav,bird
dataset\audio\F03Session3wav_headMic0037.wav,bird
dataset\audio\F03Session3wav_headMic0038.wav,Some hotels are available nearby.
dataset\audio\F03Session3wav_headMic0039.wav,spit
dataset\audio\F03Session3wav_headMic0041.wav,Most young rise early every morning.
dataset\audio\F03Session3wav_headMic0042.wav,mill
dataset\audio\F03Session3wav_headMic0043.wav,nice
dataset\audio\F03Session3wav_headMic0044.wav,He asked you for a loan.
dataset\audio\F03Session3wav_headMic0045.wav,fed
dataset\audio\F03Session3wav_headMic0046.wav,nice
dataset\audio\F03Session3wav_headMic0047.wav,It also provides for funds to clear slums and help colleges build dormitories.
dataset\audio\F03Session3wav_headMic0048.wav,In fact our whole defensive unit did a good job.
dataset\audio\F03Session3wav_headMic0049.wav,geese
dataset\audio\F03Session3wav_headMic0050.wav,Get a calico cat to keep.
dataset\audio\F03Session3wav_headMic0051.wav,court
dataset\audio\F03Session3wav_headMic0052.wav,He took me out one day.
dataset\audio\F03Session3wav_headMic0053.wav,rise
dataset\audio\F03Session3wav_headMic0054.wav,shoot
dataset\audio\F03Session3wav_headMic0055.wav,The results were very disappointing.
dataset\audio\F03Session3wav_headMic0056.wav,"This is a good place, though small."
dataset\audio\F03Session3wav_headMic0057.wav,said
dataset\audio\F03Session3wav_headMic0058.wav,Each one volunteered to jump first.
dataset\audio\F03Session3wav_headMic0059.wav,tread
dataset\audio\F03Session3wav_headMic0060.wav,chair
dataset\audio\F03Session3wav_headMic0061.wav,fork
dataset\audio\F03Session3wav_headMic0062.wav,cork
dataset\audio\F03Session3wav_headMic0063.wav,Some hotels are available nearby.
dataset\audio\F03Session3wav_headMic0064.wav,rid
dataset\audio\F03Session3wav_headMic0065.wav,There was only one decision to be made.
dataset\audio\F03Session3wav_headMic0066.wav,eat
dataset\audio\F03Session3wav_headMic0067.wav,Each one volunteered to jump first.
dataset\audio\F03Session3wav_headMic0068.wav,and
dataset\audio\F03Session3wav_headMic0069.wav,sheet
dataset\audio\F03Session3wav_headMic0070.wav,kilo
dataset\audio\F03Session3wav_headMic0071.wav,tort
dataset\audio\F03Session3wav_headMic0072.wav,bed
dataset\audio\F03Session3wav_headMic0073.wav,walk
dataset\audio\F03Session3wav_headMic0074.wav,at
dataset\audio\F03Session3wav_headMic0075.wav,glitter
dataset\audio\F03Session3wav_headMic0076.wav,hat
dataset\audio\F03Session3wav_headMic0077.wav,bitter
dataset\audio\F03Session3wav_headMic0078.wav,three
dataset\audio\F03Session3wav_headMic0079.wav,snake
dataset\audio\F03Session3wav_headMic0080.wav,sew
dataset\audio\F03Session3wav_headMic0081.wav,chop
dataset\audio\F03Session3wav_headMic0082.wav,Those musicians harmonize marvelously.
dataset\audio\F03Session3wav_headMic0083.wav,It was only
dataset\audio\F03Session3wav_headMic0084.wav,There was only one decision to be made.
dataset\audio\F03Session3wav_headMic0085.wav,glitter
dataset\audio\F03Session3wav_headMic0086.wav,sip
dataset\audio\F03Session3wav_headMic0087.wav,neat
dataset\audio\F03Session3wav_headMic0088.wav,lee
dataset\audio\F03Session3wav_headMic0089.wav,dead
dataset\audio\F03Session3wav_headMic0090.wav,Aluminum silverware can often be flimsy.
dataset\audio\F03Session3wav_headMic0091.wav,red
dataset\audio\F03Session3wav_headMic0092.wav,zip
dataset\audio\F03Session3wav_headMic0093.wav,papa
dataset\audio\F03Session3wav_headMic0094.wav,heart
dataset\audio\F03Session3wav_headMic0095.wav,heart
dataset\audio\F03Session3wav_headMic0096.wav,four
dataset\audio\F03Session3wav_headMic0097.wav,There was only one decision to be made.
dataset\audio\F03Session3wav_headMic0098.wav,two
dataset\audio\F03Session3wav_headMic0099.wav,The hotel owner shrugged.
dataset\audio\F03Session3wav_headMic0100.wav,sew
dataset\audio\F03Session3wav_headMic0101.wav,I've kept it with me ever since.
dataset\audio\F03Session3wav_headMic0103.wav,dice
dataset\audio\F03Session3wav_headMic0104.wav,rock
dataset\audio\F03Session3wav_headMic0105.wav,You can ride stagecoach.
dataset\audio\F03Session3wav_headMic0106.wav,zulu
dataset\audio\F03Session3wav_headMic0107.wav,A good attitude is unbeatable.
dataset\audio\F03Session3wav_headMic0108.wav,best
dataset\audio\F03Session3wav_headMic0109.wav,four
dataset\audio\F03Session3wav_headMic0110.wav,nice
dataset\audio\F03Session3wav_headMic0111.wav,shred
dataset\audio\F03Session3wav_headMic0112.wav,cash
dataset\audio\F03Session3wav_headMic0113.wav,goat
dataset\audio\F03Session3wav_headMic0114.wav,goat
dataset\audio\F03Session3wav_headMic0115.wav,rip
dataset\audio\F03Session3wav_headMic0116.wav,rest
dataset\audio\F03Session3wav_headMic0117.wav,He is definitely a notch above us.
dataset\audio\F03Session3wav_headMic0118.wav,He is definitely a notch above us.
dataset\audio\F03Session3wav_headMic0119.wav,He is definitely a notch above us.
dataset\audio\F03Session3wav_headMic0120.wav,sort
dataset\audio\F03Session3wav_headMic0121.wav,The pair of shoes was new.
dataset\audio\F03Session3wav_headMic0122.wav,Nobody really expects to evacuate.
dataset\audio\F03Session3wav_headMic0123.wav,Nobody really expects to evacuate.
dataset\audio\F03Session3wav_headMic0124.wav,bitten
dataset\audio\F03Session3wav_headMic0125.wav,bitten
dataset\audio\F03Session3wav_headMic0126.wav,in
dataset\audio\F03Session3wav_headMic0127.wav,We selected places where families will be welcome.
dataset\audio\F03Session3wav_headMic0128.wav,rock
dataset\audio\F03Session3wav_headMic0129.wav,sink
dataset\audio\F03Session3wav_headMic0130.wav,The results were very disappointing.
dataset\audio\F03Session3wav_headMic0131.wav,rake
dataset\audio\F03Session3wav_headMic0132.wav,meats
dataset\audio\F03Session3wav_headMic0133.wav,The prospects of cupping
dataset\audio\F03Session3wav_headMic0134.wav,The prospect of cutting back spending is an unpleasant one for any governor.
dataset\audio\F03Session3wav_headMic0135.wav,Etiquette mandates compliance with existing regulations.
dataset\audio\F03Session3wav_headMic0136.wav,Young people participate in athletic activities.
dataset\audio\F03Session3wav_headMic0137.wav,Critical equipment needs proper maintenance.
dataset\audio\F03Session3wav_headMic0138.wav,slicker
dataset\audio\F03Session3wav_headMic0139.wav,court
dataset\audio\F03Session3wav_headMic0140.wav,whisky
dataset\audio\F03Session3wav_headMic0141.wav,whisky
dataset\audio\F03Session3wav_headMic0142.wav,fork
dataset\audio\F03Session3wav_headMic0143.wav,victor
dataset\audio\F03Session3wav_headMic0144.wav,bill
dataset\audio\F03Session3wav_headMic0145.wav,left
dataset\audio\F03Session3wav_headMic0146.wav,yes
dataset\audio\F03Session3wav_headMic0147.wav,up
dataset\audio\F03Session3wav_headMic0148.wav,shoot
dataset\audio\F03Session3wav_headMic0149.wav,shoot
dataset\audio\F03Session3wav_headMic0151.wav,ray
dataset\audio\F03Session3wav_headMic0152.wav,lock
dataset\audio\F03Session3wav_headMic0153.wav,He further proposed grants of an unspecified sum for experimental hospitals.
dataset\audio\F03Session3wav_headMic0154.wav,nut
dataset\audio\F03Session3wav_headMic0155.wav,fork
dataset\audio\F03Session3wav_headMic0156.wav,lend
dataset\audio\F03Session3wav_headMic0157.wav,dress
dataset\audio\F03Session3wav_headMic0158.wav,brought
dataset\audio\F03Session3wav_headMic0159.wav,chip
dataset\audio\F03Session3wav_headMic0160.wav,yankee
dataset\audio\F03Session3wav_headMic0161.wav,sip
dataset\audio\F03Session3wav_headMic0162.wav,"Night after night, they received annoying phone calls."
dataset\audio\F03Session3wav_headMic0163.wav,knot
dataset\audio\F03Session3wav_headMic0164.wav,sing
dataset\audio\F03Session3wav_headMic0165.wav,dart
dataset\audio\F03Session3wav_headMic0166.wav,fed
dataset\audio\F03Session3wav_headMic0167.wav,sin
dataset\audio\F03Session3wav_headMic0168.wav,see
dataset\audio\F03Session3wav_headMic0169.wav,tango
dataset\audio\F03Session3wav_headMic0170.wav,leak
dataset\audio\F03Session3wav_headMic0171.wav,hill
dataset\audio\F03Session3wav_headMic0172.wav,The wait for work can be very long.
dataset\audio\F03Session3wav_headMic0173.wav,red
dataset\audio\F03Session3wav_headMic0174.wav,You want him to do well.
dataset\audio\F03Session3wav_headMic0176.wav,select
dataset\audio\F03Session3wav_headMic0179.wav,dice
dataset\audio\F03Session3wav_headMic0180.wav,catch
dataset\audio\F03Session3wav_headMic0181.wav,dread
dataset\audio\F03Session3wav_headMic0182.wav,He played basketball there while working toward a law degree.
dataset\audio\F03Session3wav_headMic0183.wav,Some prefer the traditional steel kind.
dataset\audio\F03Session3wav_headMic0184.wav,We bought a brown chair.
dataset\audio\F03Session3wav_headMic0185.wav,goose
dataset\audio\F03Session3wav_headMic0186.wav,goose
dataset\audio\F03Session3wav_headMic0187.wav,He
dataset\audio\F03Session3wav_headMic0188.wav,He wrapped the package hastily.
dataset\audio\F03Session3wav_headMic0189.wav,spit
dataset\audio\F03Session3wav_headMic0190.wav,She wore a she
dataset\audio\F03Session3wav_headMic0191.wav,She wore wore fleecy over wooden wool oh
dataset\audio\F03Session3wav_headMic0192.wav,"She wore warm, fleecy, woolen overalls."
dataset\audio\F03Session3wav_headMic0193.wav,hotel
dataset\audio\F03Session3wav_headMic0194.wav,hotel
dataset\audio\F03Session3wav_headMic0195.wav,foe
dataset\audio\F03Session3wav_headMic0196.wav,side
dataset\audio\F03Session3wav_headMic0197.wav,Being able to dance can help too.
dataset\audio\F03Session3wav_headMic0199.wav,Help Greg to pick a peck of potatoes.
dataset\audio\F03Session3wav_headMic0200.wav,no
dataset\audio\F03Session3wav_headMic0201.wav,wicked
dataset\audio\F03Session3wav_headMic0202.wav,uniform
dataset\audio\F03Session3wav_headMic0203.wav,sheet
dataset\audio\F03Session3wav_headMic0204.wav,lake
dataset\audio\F03Session3wav_headMic0205.wav,zip
dataset\audio\F03Session3wav_headMic0206.wav,nest
dataset\audio\F03Session3wav_headMic0207.wav,ride
dataset\audio\F03Session3wav_headMic0208.wav,him
dataset\audio\F03Session3wav_headMic0209.wav,He further proposed grants of an unspecified sum for experimental hospitals.
dataset\audio\F03Session3wav_headMic0210.wav,sell
dataset\audio\F03Session3wav_headMic0211.wav,spark
dataset\audio\F03Session3wav_headMic0212.wav,It's about
dataset\audio\F03Session3wav_headMic0214.wav,Help celebrate your brother's success
dataset\audio\F04Session2wav_headMic0001.wav,shoot
dataset\audio\F04Session2wav_headMic0002.wav,I looked up and noticed two old men.
dataset\audio\F04Session2wav_headMic0003.wav,slay
dataset\audio\F04Session2wav_headMic0004.wav,Will Robin wear a yellow lily?
dataset\audio\F04Session2wav_headMic0005.wav,I was conscious all the time.
dataset\audio\F04Session2wav_headMic0006.wav,prior
dataset\audio\F04Session2wav_headMic0007.wav,play
dataset\audio\F04Session2wav_headMic0008.wav,briar
dataset\audio\F04Session2wav_headMic0010.wav,shear
dataset\audio\F04Session2wav_headMic0011.wav,suit
dataset\audio\F04Session2wav_headMic0013.wav,All the big baseball players get traded.
dataset\audio\F04Session2wav_headMic0014.wav,This was easy for us.
dataset\audio\F04Session2wav_headMic0015.wav,fear
dataset\audio\F04Session2wav_headMic0016.wav,fear
dataset\audio\F04Session2wav_headMic0017.wav,sprinkle
dataset\audio\F04Session2wav_headMic0018.wav,snoop
dataset\audio\F04Session2wav_headMic0019.wav,I scrubbed the floors thoroughly.
dataset\audio\F04Session2wav_headMic0020.wav,boot
dataset\audio\F04Session2wav_headMic0021.wav,boot
dataset\audio\F04Session2wav_headMic0022.wav,rocks
dataset\audio\F04Session2wav_headMic0023.wav,witch
dataset\audio\F04Session2wav_headMic0024.wav,though
dataset\audio\F04Session2wav_headMic0026.wav,though
dataset\audio\F04Session2wav_headMic0027.wav,galore
dataset\audio\F04Session2wav_headMic0028.wav,I tried to tell people in the community.
dataset\audio\F04Session2wav_headMic0029.wav,gnaw
dataset\audio\F04Session2wav_headMic0030.wav,cycle
dataset\audio\F04Session2wav_headMic0031.wav,delta
dataset\audio\F04Session2wav_headMic0032.wav,She is thinner than I am.
dataset\audio\F04Session2wav_headMic0033.wav,bear
dataset\audio\F04Session2wav_headMic0034.wav,error
dataset\audio\F04Session2wav_headMic0035.wav,jungle
dataset\audio\F04Session2wav_headMic0036.wav,Nothing is as offensive as innocence.
dataset\audio\F04Session2wav_headMic0037.wav,menu
dataset\audio\F04Session2wav_headMic0038.wav,peer
dataset\audio\F04Session2wav_headMic0039.wav,lip
dataset\audio\F04Session2wav_headMic0040.wav,dot
dataset\audio\F04Session2wav_headMic0041.wav,We gathered shells on the beach.
dataset\audio\F04Session2wav_headMic0042.wav,I feel I can play this weekend.
dataset\audio\F04Session2wav_headMic0043.wav,tie
dataset\audio\F04Session2wav_headMic0044.wav,tie
dataset\audio\F04Session2wav_headMic0045.wav,sigh
dataset\audio\F04Session2wav_headMic0046.wav,mere
dataset\audio\F04Session2wav_headMic0047.wav,"Everything went real smooth, the sheriff said."
dataset\audio\F04Session2wav_headMic0048.wav,pad
dataset\audio\F04Session2wav_headMic0049.wav,sigh
dataset\audio\F04Session2wav_headMic0050.wav,sigh
dataset\audio\F04Session2wav_headMic0051.wav,side
dataset\audio\F04Session2wav_headMic0052.wav,Their house is grey and white.
dataset\audio\F04Session2wav_headMic0053.wav,Are your grades higher or lower than Nancy's?
dataset\audio\F04Session2wav_headMic0054.wav,urgent
dataset\audio\F04Session2wav_headMic0055.wav,The humidity is overwhelming there.
dataset\audio\F04Session2wav_headMic0056.wav,explore
dataset\audio\F04Session2wav_headMic0057.wav,They carried me off on the stretcher.
dataset\audio\F04Session2wav_headMic0058.wav,One validated acts of school districts.
dataset\audio\F04Session2wav_headMic0059.wav,loop
dataset\audio\F04Session2wav_headMic0060.wav,yes
dataset\audio\F04Session2wav_headMic0061.wav,floor
dataset\audio\F04Session2wav_headMic0062.wav,Jane may earn more money by working hard.
dataset\audio\F04Session2wav_headMic0063.wav,back
dataset\audio\F04Session2wav_headMic0064.wav,sigh
dataset\audio\F04Session2wav_headMic0065.wav,write
dataset\audio\F04Session2wav_headMic0066.wav,write
dataset\audio\F04Session2wav_headMic0067.wav,four
dataset\audio\F04Session2wav_headMic0069.wav,fruit
dataset\audio\F04Session2wav_headMic0070.wav,witch
dataset\audio\F04Session2wav_headMic0071.wav,him
dataset\audio\F04Session2wav_headMic0072.wav,"Night after night, they received annoying phone calls."
dataset\audio\F04Session2wav_headMic0073.wav,and
dataset\audio\F04Session2wav_headMic0074.wav,spark
dataset\audio\F04Session2wav_headMic0075.wav,hem
dataset\audio\F04Session2wav_headMic0076.wav,seeds
dataset\audio\F04Session2wav_headMic0077.wav,sign
dataset\audio\F04Session2wav_headMic0078.wav,november
dataset\audio\F04Session2wav_headMic0079.wav,Alfalfa is healthy for you.
dataset\audio\F04Session2wav_headMic0080.wav,mush
dataset\audio\F04Session2wav_headMic0081.wav,oscar
dataset\audio\F04Session2wav_headMic0082.wav,sell
dataset\audio\F04Session2wav_headMic0083.wav,The misguided souls have lost their way.
dataset\audio\F04Session2wav_headMic0084.wav,five
dataset\audio\F04Session2wav_headMic0085.wav,"If you are losing water, replace it immediately."
dataset\audio\F04Session2wav_headMic0086.wav,hill
dataset\audio\F04Session2wav_headMic0087.wav,fitting
dataset\audio\F04Session2wav_headMic0088.wav,Swing your arm as high as you can.
dataset\audio\F04Session2wav_headMic0089.wav,pit
dataset\audio\F04Session2wav_headMic0090.wav,zero
dataset\audio\F04Session2wav_headMic0091.wav,much
dataset\audio\F04Session2wav_headMic0092.wav,fat
dataset\audio\F04Session2wav_headMic0093.wav,thought
dataset\audio\F04Session2wav_headMic0094.wav,darn
dataset\audio\F04Session2wav_headMic0095.wav,golf
dataset\audio\F04Session2wav_headMic0096.wav,I expect we'll bounce back this week.
dataset\audio\F04Session2wav_headMic0097.wav,spit
dataset\audio\F04Session2wav_headMic0098.wav,mitten
dataset\audio\F04Session2wav_headMic0099.wav,dark
dataset\audio\F04Session2wav_headMic0100.wav,six
dataset\audio\F04Session2wav_headMic0101.wav,"When all else fails, use force."
dataset\audio\F04Session2wav_headMic0102.wav,brought
dataset\audio\F04Session2wav_headMic0103.wav,Alimony harms a divorced man's wealth.
dataset\audio\F04Session2wav_headMic0104.wav,pit
dataset\audio\F04Session2wav_headMic0105.wav,hat
dataset\audio\F04Session2wav_headMic0106.wav,seed
dataset\audio\F04Session2wav_headMic0107.wav,sergeant
dataset\audio\F04Session2wav_headMic0108.wav,Carl lives in a lovely home.
dataset\audio\F04Session2wav_headMic0109.wav,Carl lives in a lively home.
dataset\audio\F04Session2wav_headMic0110.wav,dart
dataset\audio\F04Session2wav_headMic0111.wav,hum
